"","PreK_Type","Borough","LocName","phone","address","Email","Website","lat","lon","zip","Seats","Length","Meal_Plan","Playspace","Extended_Day_Care","Priority"
"477","NYCEEC","Brooklyn","Little Sun People","718-789-7330","1360 Fulton St","faye@littlesunpeople.com","http://littlesunpeople.com",40.6799793,-73.9465709,11216,18,"Full Day","Breakfast/Lunch/Snacks","Outdoor (offsite)","Offered","None"
"478","NYCEEC","Brooklyn","Sunset Park ECC","718-722-6236","5902 6 Ave","desiree.fryson@ccbq.org","",40.6389669,-74.0144862,11220,20,"Full Day","Contact agency","Contact agency","Contact agency","None"
"479","NYCEEC","Brooklyn","Child Prodigy Learning Inc.","718-574-7558","1001 Broadway","s.bacchuscplc@gmail.com","http://childprodigylearningcenter.com",40.6962126,-73.9333631,11221,18,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (offsite)","Offered","None"
"480","NYCEEC","Brooklyn","Inner Force Tots","718-221-1246","1181 East New York Ave","challiman@live.com","http://innerforce.org",40.667156,-73.923209,11212,145,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (offsite)","Offered","Income and other eligibility requirements apply"
"481","NYCEEC","Brooklyn","Life - Coney Island","718-942-4494","2757 West 33rd St","mjordan@lifetech.org","http://lifetech.org",40.5783004,-73.999305,11224,27,"Full Day","Breakfast/Lunch/Snacks","Outdoor (onsite)","Offered","Income and other eligibility requirements apply"
"482","NYCEEC","Brooklyn","Jonathan Williams","718-387-5011","321 Roebling St","vscott@lifetech.com","http://lifetech.org",40.7081305,-73.9606142,11211,31,"Full Day","Breakfast/Lunch/Snacks","Outdoor (onsite)","Offered","Income and other eligibility requirements apply"
"483","NYCEEC","Brooklyn","Family Head Start Coney Island","718-265-7760","2960 West 27th St","west27street@gmail.com","",40.5736245,-73.9928634,11224,28,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Offered","Income and other eligibility requirements apply"
"484","NYCEEC","Brooklyn","Our Children The Leaders Of Tomorrow 1","718-643-8201","756 Myrtle Ave","oclot756@gmail.com","",40.6948631,-73.9518333,11206,28,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (offsite)","Offered","Income and other eligibility requirements apply"
"485","NYCEEC","Brooklyn","St. Johns Place Family Center Day Care Program","718-771-7720","1620 Saint Johns Pl","carolyn@stjohnsplace.org","http://stjohnsplace.org",40.6699163,-73.9240332,11233,19,"Full Day","Breakfast/Lunch/Snacks","Outdoor (onsite)","Offered","Income and other eligibility requirements apply"
"486","NYCEEC","Brooklyn","Williamsburg Y Head Start","718-387-0229","64 Division Ave","nbonuso628@gmail.com","http://williamsburgy.org",40.706812,-73.965856,11249,90,"5-Hour","Breakfast/Lunch/Snacks","Outdoor (onsite)","Offered","None"
"487","NYCEEC","Brooklyn","Brightside Academy - Clarkson","718-941-1802","210 Clarkson Ave","nbennett@brightsideacademy.com","http://brightsideacademy.com",40.6550568,-73.9525965,11226,18,"Full Day","Contact agency","Indoor","Offered","Income and other eligibility requirements apply"
"488","NYCEEC","Brooklyn","A.C.E. Integration Head Start","718-443-3917","1419 - 23 Broadway","lydiawilliams.aceheadstart@aol.com","http://aceintegration.org",40.6886741,-73.9202153,11221,63,"Full Day","Breakfast/Lunch/Snacks","Outdoor (onsite)","Not offered","Income and other eligibility requirements apply"
"489","NYCEEC","Brooklyn","Gan, Inc. - Gan Jewish Day Care","718-338-7575","2901 Campus Rd","yafitelbaz@yahoo.com","http://ganjewish.com",40.6320461,-73.9483569,11210,36,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Offered","None"
"490","NYCEEC","Brooklyn","Roger Day Care, Inc.","718-703-4312","775 Rogers Ave","raps775@gmail.com","",40.6519979,-73.9524424,11226,26,"Full Day","Breakfast/Lunch/Snacks","Outdoor (onsite/offsite)","Offered","None"
"491","NYCEEC","Brooklyn","New Generation Learning Center, Inc.","718-941-0404","2597 Bedford Ave","day1gen@yahoo.com","",40.6399387,-73.9540666,11226,18,"Full Day","Contact agency","Contact agency","Contact agency","None"
"492","NYCEEC","Brooklyn","Yeled V?yalda","718-514-8928","1200 Ocean Pkwy","fbomrind@yeled.org","http://yeled.org",40.6193559,-73.9698812,11230,12,"5-Hour","Contact agency","Contact agency","Contact agency","None"
"493","NYCEEC","Brooklyn","Yeled V'Yalda 6012","718-209-1122","6002 Farragut Rd","hthau@yeled.org","",40.637385,-73.918734,11236,91,"5-Hour","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Offered","None"
"494","NYCEEC","Brooklyn","YWCA - NYC Roberta Bright ELC","718-373-1100","3001 W 37th St","sramirez@ywcanyc.org","http://ywcanyc.org",40.572736,-74.0021668,11224,16,"Full Day","Breakfast/Lunch/Snacks","Outdoor (onsite)","Offered","Income and other eligibility requirements apply"
"495","NYCEEC","Brooklyn","Edith And Karl Marks JCH Of Bensonhurst","718-943-6333","7802 Bay Pkwy","tatyana@jchb.org","http://jchb.org",40.6063678,-73.989749,11214,30,"Full Day","Breakfast","Indoor/Outdoor (onsite) ","Offered","None"
"496","NYCEEC","Brooklyn","Happy Dragon Children And Family Center","347-610-1802","5805 7th Ave","office@happydragonschool.com","",40.637594,-74.0105279,11220,107,"Full Day","Contact agency","Contact agency","Contact agency","None"
"497","NYCEEC","Brooklyn","Al Madinah School, Inc.","718-222-4986","383 3rd Ave","almadinahinfo@gmail.com","http://almadinah-school.com",40.6741986,-73.9885392,11215,45,"Full Day","Breakfast/Lunch","Indoor/Outdoor (offsite)","Offered","None"
"498","NYCEEC","Brooklyn","Friends Of Crown Heights 26","718-467-4270","20 Sutter Ave","emerita.murrell1@gmail.com","http://fochdaycare.org",40.6651664,-73.9220507,11212,37,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) and Outdoor (offsite)","Offered","Income and other eligibility requirements apply"
"499","NYCEEC","Brooklyn","Bumble Bee R Us - Lorraine Street","855-532-9227","76 Lorraine St","info@bumblebeesrus.com","http://bumblebeesrus.com",40.6741673,-74.0068921,11231,17,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Offered","Income and other eligibility requirements apply"
"500","NYCEEC","Brooklyn","Bumble Bees R Us 8","718-676-0080","5721 6th Ave","info@bumblebeesrus.com","http://bumblebeesrus.com",40.6392591,-74.0124632,11220,19,"Full Day","Breakfast/Lunch","Outdoor (onsite)","Offered","Income and other eligibility requirements apply"
"501","NYCEEC","Brooklyn","Ring Around The Rosie","718-492-7464","7106 13th Ave","ring7104@verizon.net","",40.6225333,-74.0054727,11228,15,"Full Day","Breakfast/Snacks","Outdoor (onsite)","Offered","None"
"502","NYCEEC","Brooklyn","Bedford Stuyvesant ECDC 510","718-455-4806","510 Quincy St","lubellmorriss@bsecdc.org","",40.687769,-73.940244,11221,45,"5-Hour","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Offered","None"
"503","NYCEEC","Brooklyn","Yeshiva Torah Vodaath Preschool","718-941-8000","1192 East 31st St","rye@torahvodaath.org","",40.622239,-73.945308,11210,36,"Full Day","Contact agency","Contact agency","Contact agency","None"
"504","NYCEEC","Brooklyn","Higher Level","718-856-4064","2401 Beverley Rd","uljoseph@aol.com","",40.6449969,-73.9546209,11226,18,"Full Day","Contact agency","Contact agency","Contact agency","None"
"505","NYCEEC","Brooklyn","Kindstart Preschool","917-834-4776","7702 New Utrecht Ave","Sooobad6@aol.com","http://kindstartpreschool.org",40.6141773,-74.0006944,11214,20,"Full Day","Contact agency","Indoor/Outdoor (offsite)","Not offered","None"
"506","NYCEEC","Brooklyn","Little Stars Daycare Center, Inc.","718-673-3092","588 Brooklyn Ave","littlestarsdayschool@gmail.com","http://littlestars-dayschool.com",40.6598494,-73.9453859,11203,18,"Full Day","Contact agency","Contact agency","Contact agency","None"
"507","NYCEEC","Brooklyn","Yde","718-232-0100","49 Ave T","adouek@ydeschool.org","http://ydeschool.org",40.5984603,-73.9831483,11223,64,"5-Hour","Snacks","Indoor/Outdoor (onsite) ","Offered","None"
"508","NYCEEC","Brooklyn","Beth Jacob Of Borough Park","718-436-7300","1371 46 St","avivahimy@gmail.com","",40.62739,-73.9314069,11219,80,"Full Day","Lunch/Snacks","Outdoor (onsite)","Not offered","None"
"509","NYCEEC","Brooklyn","Butterfly DCC","718-646-6272","2770 East 16th St","sgontchar@yahoo.com","http://butterflydaycarecenter.com",40.5841264,-73.9529244,11235,20,"Full Day","Lunch/Snacks","Outdoor (onsite)","Offered","None"
"510","NYCEEC","Brooklyn","Brooklyn Chinese - American Assoc.","718-438-0008","871 50th St","haney@bca.net","http://bca.net",40.6402002,-74.0017357,11220,72,"Both Full and Half Day","Breakfast/Lunch","Outdoor (offsite)","Not offered","None"
"511","NYCEEC","Brooklyn","Kreative Kare DCC","718-443-1333","455 Wilson Ave ( Ground Floor )","kreativekare@aol.com","",40.693324,-73.912429,11221,40,"Full Day","Lunch/Snacks","Outdoor (onsite/offsite)","Offered","None"
"512","NYCEEC","Brooklyn","Sunshine Center Of Coney Island","718-996-7200","2929 W31st St","yaneris@sunshinenewyork.com","http://sunshinenewyork.com",40.5749261,-73.9859414,11224,18,"Both Full and 5-Hour","Breakfast/Lunch/Snacks","Outdoor (onsite/offsite)","Offered","None"
"513","NYCEEC","Brooklyn","Imagine Dumbo - Adams","718-522-2263","85 Adams St","caroline@imagineelc.com","http://imagineelc.com",40.7017501,-73.9883316,11201,11,"Full Day","Contact agency","Outdoor (offsite)","Offered","None"
"514","NYCEEC","Brooklyn","Imagine Brooklyn Heights","718-624-7520","50 Monroe Pl","Sally@imagineelc.com","http://imagineelc.com",40.6954939,-73.992668,11201,20,"Full Day","Contact agency","Indoor/Outdoor (offsite)","Offered","None"
"515","NYCEEC","Brooklyn","Bambi Day Care II","718-648-3332","2121 Bragg St","info@bambiacademy.com","http://bambidaycare.com",40.6004231,-73.9357901,11229,80,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Offered","None"
"516","NYCEEC","Brooklyn","SCO Family Of Services","929-234-6870","225 Newport St","coerlemans@sco.org","http://sco.org",40.6596909,-73.9067854,11212,35,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Offered","Income and other eligibility requirements apply"
"517","NYCEEC","Brooklyn","Bubble Bee Day Care","718-676-0080","76 Lorraine St","esther@bumblebeesrus.com","",40.6741673,-74.0068921,11231,20,"5-Hour","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Offered","None"
"518","NYCEEC","Brooklyn","Magic Kingdom LLC","347-793-0180","5215 Church Ave","boydilene@gmail.com","",40.6524686,-73.9279429,11203,27,"Both Full and Half Day","Contact agency","Contact agency","Contact agency","None"
"519","NYCEEC","Brooklyn","SCO Family Of Services","718-345-6666","774 Saratoga Ave","SAndrews@sco.org","http://sco.org",40.6616832,-73.9160048,11212,90,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Not offered","None"
"520","NYCEEC","Brooklyn","CDC Of Kingsborough","718-368-5868","1915 Oriental Blvd","Linda.McHugh@kbcc.cuny.edu","http://kbcc.cuny.edu",40.5786385,-73.9354443,11235,18,"Full Day","Breakfast/Lunch/Snacks","Outdoor (onsite)","Offered","None"
"521","NYCEEC","Brooklyn","Birch Family Services Nazareth ECC","212-616-1851","475 East 57th St","marjory.antoine@birchfamilyservices.org","",40.6437274,-73.9222564,11203,16,"5-Hour","Contact agency","Contact agency","Contact agency","None"
"522","NYCEEC","Brooklyn","Brooklyn Chinese American Assoc.","718-438-0008","4116 8th Ave","bcaupkfd@gmail.com","http://bca.net",40.6459719,-73.999015,11232,30,"Full Day","Breakfast/Lunch","Outdoor (offsite)","Not offered","None"
"523","NYCEEC","Brooklyn","Gold Material Montessori School","718-801-2155","105 Kings Hwy","maksim@goldmaterial.com","http://goldmaterial.com",40.6064285,-73.9878592,11214,40,"Full Day","Contact agency","Contact agency","Contact agency","None"
"524","NYCEEC","Brooklyn","Arista Prep, Inc.","718-756-5550","221 Kingston Ave","aristaprep@gmail.com","http://aristaprepschool.org/",40.6726535,-73.9416111,11213,54,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (offsite)","Offered","None"
"525","NYCEEC","Brooklyn","Alonzo A Daughtry Memorial DCC Inc.","718-596-1993","565 Baltic St","alonzodaughtrydcc@verizon.net","",40.6812693,-73.9826369,11217,20,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Offered","Income and other eligibility requirements apply"
"526","NYCEEC","Brooklyn","Friends Of Crown Heights","917-966-4400","2805 Newkirk Ave","cdelicar@aol.com","http://fochdaycare.org",40.6399074,-73.9500518,11226,40,"Full Day","Breakfast/Lunch/Snacks","Outdoor (offsite)","Offered","None"
"527","NYCEEC","Brooklyn","Weeksville Gardens","718-623-9803","1640 Pacific St","jmatison@bksny.org","",40.6766347,-73.9346078,11213,54,"Full Day","Contact agency","Contact agency","Contact agency","None"
"528","NYCEEC","Brooklyn","Apple Tree Day Care, Inc.","718-287-7488","440 East 48th St","tjcole265@aol.com","",40.6510126,-73.9325433,11203,40,"Full Day","Breakfast/Lunch/Snacks","Outdoor (offsite)","Offered","None"
"529","NYCEEC","Brooklyn","Baybee Lounge Daycare, Inc.","347-955-4783","2745 Atlantic Ave","baybeelounge@gmail.com","http://baybeeloungedaycare.com",40.676449,-73.893002,11207,15,"Full Day","Breakfast/Lunch/Snacks","Outdoor (onsite)","Offered","None"
"530","NYCEEC","Brooklyn","Infinity UPK Of Gerritsen Avenue","718-336-1981","2934 - 2936 Gerritsen Ave","blitblues@aol.com","http://infinitypreschool.org",40.589044,-73.921246,11229,29,"Full Day","Contact agency","Indoor/Outdoor (onsite) and Outdoor (offsite)","Not offered","None"
"531","NYCEEC","Brooklyn","New York Creative Childcare, Inc.","718-686-0388","5015 6th Ave","nycreativechildcare@gmail.com","http://nycreativechildcare.com",40.6432799,-74.0083053,11220,36,"Full Day","Breakfast/Lunch/Snacks","Outdoor (onsite)","Offered","None"
"532","NYCEEC","Brooklyn","Dezzenterprise LLC","917-207-2438","3524 Neptune Ave","info@dezzenterprise.com","http://dezzenterprise.com",40.576791,-74.001866,11224,12,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) and Outdoor (offsite)","Not offered","None"
"533","NYCEEC","Brooklyn","Little Hands Creative Minds","718-676-2947","4111 Ave J","Lhcm718@gmail.com","http://daviduniversecity.org/",40.6278516,-73.9360735,11210,16,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) and Outdoor (offsite)","Offered","None"
"534","NYCEEC","Brooklyn","Effie Bs ECDC Corp.","718-735-5500","1171 Eastern Pkwy","effieb.center@gmail.com","http://effieskids.com",40.6691689,-73.929556,11213,36,"Full Day","Breakfast/Lunch/Snacks","Outdoor (onsite/offsite)","Offered","None"
"535","NYCEEC","Brooklyn","Little Einstiens Of Canarsie, LLC","718-251-5000","8413 Ave K","nbokhour@aol.com","",40.6346189,-73.9063638,11236,100,"Full Day","Contact agency","Contact agency","Contact agency","None"
"536","NYCEEC","Brooklyn","Bnos Chaya","718-851-1212","4511 14th Ave","draizy102@gmail.com","",40.635491,-73.987657,11219,20,"Full Day","Lunch/Snacks","Indoor/Outdoor (onsite) ","Offered","None"
"537","NYCEEC","Brooklyn","Kings Bay Y At North Williamsburg","718-407-6388","14 Hope St","swaller@northwilliamsburgy.org","http://northwilliamsburgy.org",40.7135064,-73.9573276,11211,35,"Full Day","Contact agency","Indoor/Outdoor (offsite)","Offered","None"
"538","NYCEEC","Brooklyn","Urban Strategies Child Care","718-235-6151","1405 Bushwick Ave","USHeadStart1@aol.com","http://urbanstrategies.org",40.6850869,-73.9097409,11207,18,"Full Day","Breakfast/Lunch/Snacks","Outdoor (offsite)","Not offered","None"
"539","NYCEEC","Brooklyn","Brooklyn Explorers Academy","855-687-6923","110 Schermerhorn St","info@brooklynexplorersacademy.com","http://brooklynexplorersacademy.com",40.6900152,-73.9894875,11201,36,"Full Day","Lunch/Snacks","Outdoor (onsite)","Offered","None"
"540","NYCEEC","Brooklyn","Honeydew Drop Playhouse","718-941-2177","1113 Church Ave","Honeydewplayhouse@gmail.com","http://honeydewdrop.com",40.6473527,-73.9688425,11218,14,"Full Day","Breakfast/Lunch","Indoor","Offered","None"
"541","NYCEEC","Brooklyn","Greater Bright Light Learning Center","917-960-4044","1320 Sutter Ave","gzellars@gblmbc.com","",40.6729807,-73.8690471,11208,20,"Full Day","Contact agency","Contact agency","Contact agency","None"
"542","NYCEEC","Brooklyn","IP Kids Montessori","718-633-1178","850 50th St","JLee7818@gmail.com","",40.640141,-74.002565,11220,87,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Not offered","None"
"543","NYCEEC","Brooklyn","IP Kids","718-621-7818","2631 86 St","James.Lee@gmail.com","http://ipkids.com",40.5965504,-73.9845035,11223,80,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Not offered","None"
"544","NYCEEC","Brooklyn","Ronomoza, Inc. / The Learning Experience","718-627-7340","412 Kings Hwy","brooklyn@tlecorp.com","http://brooklyn.tlechildcare.com/",40.6042385,-73.9746619,11223,36,"Full Day","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Offered","None"
"545","NYCEEC","Brooklyn","Al Madinah School Site 2","718-222-4986","2015 64 St","almadinahinfo@gmail.com","http://almadinah-school.com",40.6169032,-73.9845671,11204,15,"Full Day","Breakfast/Lunch","Indoor/Outdoor (offsite)","Offered","None"
"546","NYCEEC","Brooklyn","Blue Star DCC","718-703-0009","2217 Caton Ave","bluestarofnewyork@gmail.com","",40.652907,-73.956462,11226,36,"Full Day","Breakfast/Lunch/Snacks","Outdoor (offsite)","Offered","None"
"547","NYCEEC","Brooklyn","Clarkson ECC","718-649-3488","8801 Glenwood Rd","8801cecc@gmail.com","",40.641045,-73.909124,11236,36,"Full Day","Lunch/Snacks","Outdoor (offsite)","Not offered","None"
"548","NYCEEC","Brooklyn","A Castle For Classy Kids Learning Center, Inc.","347-750-8154","2570 Pitkin Ave","acastle4classykids@gmail.com","",40.6744982,-73.8773652,11208,36,"Full Day","Breakfast/Lunch/Snacks","Outdoor (onsite)","Offered","None"
"549","NYCEEC","Brooklyn","Lpbc Day Care","718-621-5458","7524 14th Ave","llv9005@msn.com","http://lpbcdaycareupk.webs.com",40.6186579,-74.0059766,11228,19,"Full Day","Contact agency","Outdoor (onsite)","Offered","None"
"550","NYCEEC","Brooklyn","Circle, Triangle, Square Daycare, Inc.","718-373-2234","2720 86th St","shwnisaac@circletrianglesquaredaycare.com","http://circletrianglesquaredaycare.com",40.594197,-73.981451,11223,18,"5-Hour","Breakfast/Lunch/Snacks","Indoor/Outdoor (onsite) ","Offered","None"
"551","NYCEEC","Brooklyn","Stillwell Avenue Prep School","718-232-3628","6420 Bay Pkwy","stillwellprep@yahoo.com","",40.6141899,-73.9814969,11204,40,"Full Day","Breakfast/Lunch/Snacks","Outdoor (onsite)","Offered","None"
