LOCCODE,PreK_Type,Borough,LocName,NOTE,phone,address,zip,Day_Length,Seats,X,Y,Email,Website,MEALS,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE
KCMT,NYCEEC,K,Glorious And Gifted ECC Inc.,,718-812-0426,421 Throop Ave,11221,1,20,1000382,190102,dlittlestardaycare@yahoo.com,,5,9,3,16KCMT
KCMV,NYCEEC,K,ABC Plus,,347-702-6868,1018 Banner Ave #2,11235,1,12,995544,151828,vbobvb144@msn.com,http://abcplusdaycare.com,5,9,3,21KCMV
KCMZ,NYCEEC,K,Free Greek Community Of The Three Hierarchs,,718-339-0280,1720 Ave P,11229,1,48,996395,161684,vur501@aol.com,,5,9,3,22KCMZ
KCNA,NYCEEC,K,"The Friends Of Crown Heights Educational Centers, Inc.",,718-638-8686,2809 Newkirk Ave,11226,1,36,998141,172469,davis@foch.biz,http://fochdaycare.org,5,9,3,22KCNA
KCNF,NYCEEC,K,Itty Bitty Adventures Preschool,,718-375-4700,3416 Ave S,11234,1,16,1003059,161147,pattiemerhej@ittybittyadventures.com,http://ittybittyadventures.com,5,9,3,22KCNF
KCNH,NYCEEC,K,Kiddieprise - 1520 86th Street,,718-232-1936,1520 86th St,11228,1,18,981727,161849,info@purplecrayonny.com,http://purplecrayonny.com,5,9,3,20KCNH
KCNK,NYCEEC,K,Learn And Explore,,718-513-3600,330 Neptune Ave,11235,1,54,993934,150819,info@learnandexplore1.com,http://learnandexplore1.com,5,9,3,21KCNK
KCNN,NYCEEC,K,"Little Brilliant Minds, Inc.",,718-234-6463,5916 20th Ave,11204,1,15,989023,165054,littlebrilliantminds@gmail.com,http://littlebrilliantminds.com,5,9,3,20KCNN
KCNP,NYCEEC,K,Little Sunshine Preschool,,347-921-1815,1815 85th St,11214,1,54,983845,160708,nylittlesunshinepreschool@gmail.com,,5,9,3,20KCNP
KCNU,NYCEEC,K,Learning Zone,,718-820-2442,1729 Rockaway Pkwy,11236,1,12,1013265,172204,learningzonechildcare@gmail.com,http://learningzonekids.com,5,9,3,18KCNU
KCNW,NYCEEC,K,Okie Dokie Day Care,,646-261-0936,1002 65th St,11219,1,28,981992,168708,nita1022@gmail.com,,5,9,3,20KCNW
KCNY,NYCEEC,K,NY Preschool Brooklyn Heights,,718-228-0800,182 Henry St,11201,1,18,985816,192521,stephanie.t@nykidsclub.com,,5,9,3,13KCNY
KCNZ,NYCEEC,K,NY Preschool Park Slope,,718-228-0800,125 5th Ave,11217,1,54,990177,186542,stephanie.t@nykidsclub.com,http://nykidsclub.com,5,9,3,13KCNZ
KCOG,NYCEEC,K,Stepz 2 Success CCC,,718-508-2199,1992 Nostrand Ave,11210,1,12,998595,171354,dadams0784@gmail.com,,5,9,3,22KCOG
KCOH,NYCEEC,K,Sweet Home DCC,,718-871-4301,927 Macdonald Ave,11218,1,36,990640,169321,dmitriyuspenskiy@hotmail.com,,5,9,3,20KCOH
KCOI,NYCEEC,K,Treasure Island,,718-238-7676,347 74th St,11209,1,40,977131,169485,silbekidz@aol.com,,5,9,3,20KCOI
KCOJ,NYCEEC,K,Candy Kid's DCC,,718-287-6200,3212 Church Ave,11226,1,18,998899,176369,janlwrn@verizon.net,,5,9,3,17KCOJ
KCOL,NYCEEC,K,"Happy Scholars, Inc.",,917-907-0183,7806 New Utrecht Ave,11214,1,36,983999,162711,happyscholars2013@gmail.com,,5,9,3,20KCOL
KCOS,NYCEEC,K,Gated Academy,,718-693-3699,1019 Church Ave,11218,1,20,992646,174992,GATEDACADEMY@GMAIL.COM,,5,9,3,17KCOS
KCOT,NYCEEC,K,"Giocare, LLC",,347-827-1372,"279 23rd St, 1st Floor",11215,1,12,986197,179524,ellen@giocareplayschool.com,http://giocareplayschool.com,5,9,3,15KCOT
KCOU,NYCEEC,K,My Sunshine Kids Inc.,,718-877-9833,928 55th St,11219,1,54,983195,171140,mysunshinekids.ecc@gmail.com,,5,9,3,20KCOU
KCOW,NYCEEC,K,Little Scholars Learning Center,,718-373-7046,52 Quentin Rd,11223,1,18,988502,159761,littlescholarsnyc@gmail.com,,5,9,3,21KCOW
KCOX,NYCEEC,K,Little Hands And Feet School,,718-680-5437,1270 Bay Rdg Pkwy,11228,1,13,982011,165313,soos016@aol.com,http://littlehandsandfeetdaycare.com,5,9,3,20KCOX
KCPC,NYCEEC,K,Wonder Land Pallc,,718-332-0500,1018 Ave Y,11235,1,60,995399,153981,wonderlandcare@gmail.com,http://wonderlandpsa.com,5,9,3,21KCPC
KCPD,NYCEEC,K,Little Sunshine Child Development,,347-673-7239,2102 70th St,11204,1,12,987976,162301,littlesunshine.cd@gmail.com,http://littlesunshinecdc.com,5,9,3,20KCPD
KCPE,NYCEEC,K,Little Scholars II,,917-774-6505,448 Neptune Ave,11224,1,18,992545,150381,littlescholarsnyc2@gmail.com,,5,9,3,21KCPE
KCPF,NYCEEC,K,Sarah Winner Daycare,,917-804-8284,2997 Ocean Pkwy,11235,1,12,993251,149815,sarahwinner30@gmail.com,,5,9,3,21KCPF
KCPK,NYCEEC,K,Chabad Of North Brooklyn,,718-388-0748,132 North 5 St,11249,1,12,995549,200403,director@ganchabadpreschool.com,,5,9,3,14KCPK
KCPL,NYCEEC,K,Brooklyn Star Daycare Inc.,,718-934-0075,2175 East 22 St,11229,1,36,998422,157212,brooklynstardaycare@gmail.com,,5,9,3,22KCPL
KCPM,NYCEEC,K,"High Definition Day Care, Inc.",,718-240-9300,337 Lenox Rd,11226,1,18,998572,177733,highdef_kids@hotmail.com,,5,9,3,17KCPM
KCPN,NYCEEC,K,One World Project - Brooklyn,,212-929-0839,302 Vanderbilt St,11218,1,16,990117,176907,joanne@oneworldproject.org,,5,9,3,15KCPN
KCPO,NYCEEC,K,Redeemer St. John's Nursery School,,718-476-8030,939 83 St,11228,1,18,978945,165235,rsjnursery@gmail.com,,5,9,3,20KCPO
KCPR,NYCEEC,K,Bam Bam's Playhouse,,347-613-9475,714 Banner Ave,11235,1,18,995143,151756,bam.bams.daycare1@gmail.com,,5,9,3,21KCPR
KCPY,NYCEEC,K,Tiny Bumblebees,,718-975-3232,2848 Brighton 7 St,11235,1,11,994744,151313,farida.jafri@gmail.com,,5,9,3,21KCPY
KCQB,NYCEEC,K,Imaginarium Child,,917-689-3300,1954 Ocean Ave,11230,1,12,996871,163066,info@imaginariumchild.com,,5,9,3,22KCQB
KCQE,NYCEEC,K,Stuyvesant Heights Day Care / New Vision One,,718-783-5383,69 Macdonough St,11216,1,18,999853,187459,stepbystepecc@gmail.com,,5,9,3,13KCQE
M001,DOE,M,P.S. 001 Alfred E Smith,,212-267-4133,8 Henry St,10038,1,72,984943,198898,ahom@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m001,3,3,3,02M001
M002,DOE,M,P.S. 002 Meyer London,,212-964-0350,122 Henry St,10002,1,54,986640,199073,bng2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m002,2,7,3,02M002
M003,DOE,M,P.S. 003 Charrette School,,212-691-1183,490 Hudson St,10014,1,54,982537,206190,rkeatin@schools.nyc.gov,http://ps3nyc.org,2,3,1,02M003
M004,DOE,M,P.S. 004 Duke Ellington,,212-928-0739,500 West 160 St,10032,1,18,1000514,243409,bwhitejones@schools.nyc.gov,http://schools.nyc.gov/schoolportals/06/m004,2,3,3,06M004
M005,DOE,M,P.S. 005 Ellen Lurie,,212-567-8109,3703 Tenth Ave,10034,1,54,1005727,252054,wsoto2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/06/m005,2,3,3,06M005
M007,DOE,M,P.S. 007 Samuel Stern,,212-860-5827,160 East 120 St,10035,1,36,1001046,231035,stalati@schools.nyc.gov,http://psms7.org/,3,3,3,04M007
M008,DOE,M,P.S. 008 Luis Belliard,,212-928-4364,465 West 167 St,10032,1,54,1001794,245009,rlandin@schools.nyc.gov,http://schools.nyc.gov/schoolportals/06/m008,2,3,3,06M008
M009,DOE,M,P.S. 009 Sarah Anderson,,212-678-2812,100 West 84 St,10024,1,18,991527,225333,ryoskowitz@schools.nyc.gov,http://schools.nyc.gov/schoolportals/03/m009,5,9,3,03M009
M011,DOE,M,P.S. 011 William T Harris,,212-929-1743,320 West 21 St,10011,1,18,984061,210431,smcgill3@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m011,3,3,1,02M011
M015,DOE,M,P.S. 015 Roberto Clemente,,212-228-8730,333 East 4 St,10009,1,36,990123,202281,isanchez11@schools.nyc.gov,http://schools.nyc.gov/schoolportals/01/m015,3,3,1,01M015
M019,DOE,M,P.S. 019 Asher Levy,,212-533-5340,185 1 Ave,10003,1,36,988634,205140,jflanagan@schools.nyc.gov,http://schools.nyc.gov/schoolportals/01/m019,2,3,3,01M019
M020,DOE,M,P.S. 020 Anna Silver,,212-254-9577,166 Essex St,10002,1,54,988025,202056,tarrington@schools.nyc.gov,http://schools.nyc.gov/schoolportals/01/m020,2,3,3,01M020
M028,DOE,M,P.S. 028 Wright Brothers,,212-690-3014,475 West 155 St,10032,1,36,1000300,242214,abaez7@schools.nyc.gov,http://schools.nyc.gov/schoolportals/06/m028,2,3,3,06M028
M030,DOE,M,P.S. 030 Hernandez / Hughes,,212-876-1825,144 - 176 East 128 St,10035,1,28,1002179,232850,tstinso@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m030,3,3,3,05M030
M033,DOE,M,P.S. 033 Chelsea Prep,,212-244-6426,281 9 Ave,10001,1,36,984209,212170,llindy@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m033,2,3,3,02M033
M034,DOE,M,P.S. 034 Franklin D Roosevelt,,212-228-4433,730 East 12 St,10009,1,18,991118,203875,rgonzal52@schools.nyc.gov,http://schools.nyc.gov/schoolportals/01/m034,3,3,3,01M034
M036,DOE,M,P.S. 036 Margaret Douglas,,212-690-5807,123 Morningside Dr,10027,1,90,996044,234601,hjnbapt@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m036,3,3,3,05M036
M037,DOE,M,River East Elementary,,212-348-2208,508 East 120 St,10035,1,18,1003514,229670,dcatlin@schools.nyc.gov,http://rivereastelementary.org,3,7,3,04M037
M038,DOE,M,P.S. 38 Roberto Clemente,,212-860-5882,232 East 103 St,10029,1,36,999494,226582,csantos@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m038,2,2,3,04M038
M040,DOE,M,P.S. 040 Augustus St. - Gaudens,,212-475-5500,319 East 19 St,10003,1,36,989288,207141,02m040@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m040,2,3,3,02M040
MBKR,NYCEEC,M,Play Together NYC Preschool,,917-842-2779,270 West 84th St Basement,10024,1,12,990236,226090,nylakam@gmail.com,,5,9,3,03MBKR
M041,DOE,M,P.S. 041 Greenwich Village,,212-675-2756,116 West 11 St,10011,1,36,984442,207285,mfarinet@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m041,5,9,3,02M041
M042,DOE,M,P.S. 042 Benjamin Altman,,212-226-8410,71 Hester St,10002,1,54,986781,200151,MLee4@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m042,3,3,3,02M042
M046,DOE,M,P.S. 046 Arthur Tappan,,212-360-1519,2987 Frederick Dgls Blvd,10039,1,54,1001975,242268,gyoung@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m046,2,3,3,05M046
M048,DOE,M,P.S. 048 P.O. Michael J Buczek,,917-521-3800,4360 - 78 Broadway,10033,1,36,1002580,250136,twalsh@schools.nyc.gov,http://schools.nyc.gov/schoolportals/06/m048,2,3,3,06M048
M051,DOE,M,P.S. 051 Elias Howe,,212-315-7160,525 West 44th St,10036,1,54,985591,216656,nbock@schools.nyc.gov,http://ps51manhattan.com,3,3,3,02M051
M057,DOE,M,James Weldon Johnson,,212-860-5812,176 East 115 St,10029,1,36,1000443,229798,lhasty@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m057,2,3,3,04M057
M063,DOE,M,The Star Academy - Ps63,,212-674-3180,121 East 3 St,10009,1,36,988036,203208,dcameron2@schools.nyc.gov,http://staracademyps63.com/,3,3,1,01M063
M064,DOE,M,P.S. 064 Robert Simon,,212-673-6510,600 East 6 St,10009,1,36,989364,203121,mhosang@schools.nyc.gov,http://schools.nyc.gov/schoolportals/01/m064,2,3,3,01M064
M072,DOE,M,The Lexington Academy,,212-860-5831,131 East 104 St,10029,1,54,998767,227582,ahernan7@schools.nyc.gov,http://lexingtonacademy.info,3,1,3,04M072
M076,DOE,M,P.S. 076 A Philip Randolph,,212-678-2865,220 West 121 St,10027,1,54,997726,233142,cdeberr@schools.nyc.gov,http://schools.nyc.gov/schoolportals/03/m076,3,3,1,03M076
M083,DOE,M,P.S. 083 Luis Munoz Rivera,,212-860-5847,219 East 109 St,10029,1,18,1000188,228334,fcastil@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m083,3,3,3,04M083
M084,DOE,M,P.S. 084 Lillian Weber,,212-799-2534,32 West 92 St,10025,1,36,993059,226926,rsundic@schools.nyc.gov,http://schools.nyc.gov/schoolportals/03/m084,2,3,3,03M084
M087,DOE,M,P.S. 087 William Sherman,,212-678-2826,160 West 78 St,10024,1,18,990406,224094,mlerner@ps87.info,http://ps87.info,2,7,3,03M087
M089,DOE,M,P.S. 89,,212-571-5659,201 Warren St,10282,1,16,980448,200482,vnajjar@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m089,5,9,3,02M089
M092,DOE,M,P.S. 092 Mary McLeod Bethune,,212-690-5915,222 West 134 St,10030,1,54,999200,236265,rdavila@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m092,3,3,3,05M092
M096,DOE,M,P.S. 096 Joseph Lanzetta,,212-860-5851,216 East 120 St,10035,1,36,1001519,230774,skemp22@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m096,2,3,3,04M096
M098,DOE,M,P.S. 098 Shorac Kappock,,212-927-7870,512 West 212 St,10034,1,126,1007005,255485,mrodriguez23@schools.nyc.gov,http://schools.nyc.gov/schoolportals/06/m098,2,7,3,06M098
M102,DOE,M,P.S. 102 Jacques Cartier,,212-860-5834,315 East 113 St,10029,1,28,1001261,228920,cpinckn2@schools.nyc.gov,http://ps102m.org,2,3,3,04M102
M108,DOE,M,P.S. 108 Assemblyman Angelo Del Toro Educational Complex,,212-860-5803,1615 Madison Ave,10029,1,18,998589,228939,gmachic@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m108,3,3,3,04M108
M110,DOE,M,P.S. 110 Florence Nightingale,,212-674-2690,285 Delancy St,10002,1,36,989803,199925,parentcoordinator110@yahoo.com,http://schools.nyc.gov/schoolportals/01/m110,2,3,3,01M110
M111,DOE,M,P.S. 111 Adolph S Ochs,,212-582-7420,440 West 53 St,10019,1,54,987176,218312,zcosme@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m111,2,3,3,02M111
M112,DOE,M,P.S. 112 Jose Celso Barbosa,,212-860-5868,535 East 119 St,10035,1,36,1003557,229497,ereiter@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m112,2,7,3,04M112
M115,DOE,M,P.S. 115 Alexander Humboldt,,212-927-9233,586 West 177 St,10033,1,36,1002225,247606,bconsue@schools.nyc.gov,http://schools.nyc.gov/schoolportals/06/m115,3,3,3,06M115
M116,DOE,M,P.S. 116 Mary Lindley Murray,,212-685-4366,210 East 33 St,10016,1,54,990449,210502,vritter@ps116.org,http://ps116.org,2,7,3,02M116
M123,DOE,M,P.S. 123 Mahalia Jackson,,212-342-6200,301 West 140 St,10030,1,54,999649,238086,mhernan5@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m123,3,3,3,05M123
M124,DOE,M,P.S. 124 Yung Wing,,212-966-7237,40 Division St,10002,1,90,985508,199564,ahom2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m124,2,3,3,02M124
M125,DOE,M,P.S. 125 Ralph Bunche,,212-666-6400,425 West 123 St,10027,1,54,996483,234615,rhiggins@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m125,3,3,3,05M125
MANG,NYCEEC,M,Imagine ELC At Vets Kids,,212-951-3435,423 East 23 St,10010,1,15,990780,207539,lauren@imagineelc.com,http://imagineelc.com,5,4,1,02MANG
M126,DOE,M,P.S. 126 Jacob August Riis,,212-962-2188,80 Catherine St,10038,1,46,985099,198162,jgetz@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m126,2,2,3,02M126
M128,DOE,M,P.S. 128 Audubon,,212-927-0607,560 West 169 St,10032,1,108,1001154,245745,rarredo@schools.nyc.gov,http://schools.nyc.gov/schoolportals/06/m128,2,3,3,06M128
M129,DOE,M,P.S. 129 John H Finley,,212-690-5932,425 West 130 St,10027,1,72,997573,236146,opierre@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m129,2,3,3,05M129
M130,DOE,M,P.S. 130 Hernando De Soto,,212-226-8072,143 Baxter St,10013,1,18,984696,201108,dchong@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m130,2,3,3,02M130
M133,DOE,M,P.S. 133 Fred R Moore,,212-690-5936,2121 5 Ave,10037,1,18,1000983,234251,pbalbue@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m133,2,3,3,05M133
M134,DOE,M,P.S. 134 Henrietta Szold,,212-673-4470,293 East Broadway,10002,1,36,988696,199514,dkim@schools.nyc.gov,http://schools.nyc.gov/schoolportals/01/m134,2,3,3,01M134
M137,DOE,M,P.S. 137 John L Bernstein,,646-602-2140,293 East Broadway,10002,1,18,988761,199522,mrodrig19@schools.nyc.gov,http://schools.nyc.gov/schoolportals/01/m137,2,2,3,01M137
M140,DOE,M,P.S. 140 Nathan Straus,,212-677-4680,123 Rdg St,10002,1,18,988831,201263,ebarrie@schools.nyc.gov,http://schools.nyc.gov/schoolportals/01/m140,3,7,1,01M140
M142,DOE,M,P.S. 142 Amalia Castro,,212-598-3800,100 Attorney St,10002,1,30,988655,200914,rlevy4@schools.nyc.gov,http://schools.nyc.gov/schoolportals/01/m142,3,3,1,01M142
M145,DOE,M,The Bloomingdale Magnet School For Multimedia Communication,,212-678-2857,150 West 105 St,10025,1,54,993925,230396,ngarcia52@schools.nyc.gov,http://schools.nyc.gov/schoolportals/03/m145,2,3,3,03M145
M146,DOE,M,P.S. 146 Ann M Short,,212-860-5877,421 East 106 St,10029,1,28,1001170,226970,msilfen@ps146.org,http://schools.nyc.gov/schoolportals/04/m146,3,3,3,04M146
M149,DOE,M,P.S. 149 Sojourner Truth,,646-672-9020,41 West 117 St,10026,1,36,998595,231664,ibooker2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/03/m149,2,3,3,03M149
M150,DOE,M,P.S. 150,,212-732-4392,334 Greenwich St,10013,1,18,981231,200964,lcohen25@schools.nyc.gov,http://ps150.net,2,7,3,02M150
M152,DOE,M,P.S. 152 Dyckman Valley,,212-567-5456,93 Nagle Ave,10040,1,72,1004217,252658,jpietri2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/06/m152,2,3,3,06M152
M153,DOE,M,P.S. 153 Adam Clayton Powell,,212-927-8611,1750 Amsterdam Ave,10031,1,54,998861,240339,kbailey2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/06/m153,2,3,3,06M153
M154,DOE,M,P.S. 154 Harriet Tubman,,212-864-2400,250 West 127 St,10027,1,36,998368,234654,ejarret@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m154,3,3,3,05M154
M155,DOE,M,P.S. 155 William Paca,,212-860-5885,319 East 117 St,10035,1,36,1001872,229830,lortiz4@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m155,3,3,3,04M155
M158,DOE,M,P.S. 158 Bayard Taylor,,212-744-6562,1458 York Ave,10075,1,72,997867,219948,DErcola@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m158,2,3,1,02M158
M163,DOE,M,P.S. 163 Alfred E Smith,,212-678-2854,163 West 97 St,10025,1,28,992914,228816,dlopez17@schools.nyc.gov,http://schools.nyc.gov/schoolportals/03/m163,2,3,3,03M163
M165,DOE,M,P.S. 165 Robert E Simon,,212-678-2873,234 West 109 St,10025,1,36,993633,231720,acastellanofolk@schools.nyc.gov,http://schools.nyc.gov/schoolportals/03/m165,3,3,3,03M165
M168,CHARTER,M,East Harlem Scholars Academy Charter School II Pre - Kindergarten,,212-348-2518,1573 Madison Ave,10029,1,36,998441,228534,info@ehtp.org,http://eastharlemscholars.org/east-harlem-scholars-academy-ii,5,9,3,04M168
M171,DOE,M,P.S. 171 Patrick Henry,,212-860-5801,19 East 103 St,10029,1,36,997631,227925,dpantel2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m171,3,7,3,04M171
M173,DOE,M,P.S. 173,,212-927-7850,306 Ft Washington Ave,10033,1,72,1000806,247304,dboursi@schools.nyc.gov,http://schools.nyc.gov/schoolportals/06/m173,2,3,3,06M173
M175,DOE,M,P.S. 175 Henry H Garnet,,212-283-0426,175 West 134 St,10030,1,18,1000052,235962,kpereir@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m175,2,3,3,05M175
M180,DOE,M,P.S. 180 Hugo Newman,,212-678-2849,370 West 120 St,10027,1,108,996478,233557,lflemin2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/03/m180,2,3,3,03M180
M184,DOE,M,P.S. 184m Shuang Wen,,212-602-9700,327 Cherry St,10002,1,36,988196,198439,mju2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/01/m184,2,3,1,01M184
M185,DOE,M,P.S. 185 - The Early Childhood Discovery And Design Magnet School,,212-534-7490,20 West 112 St,10026,1,72,998288,230122,mvargas16@schools.nyc.gov,http://schools.nyc.gov/schoolportals/03/m185,3,3,3,03M185
M188,DOE,M,P.S. 188 The Island School,,212-677-5710,442 East Houston St,10002,1,36,990502,201596,srams4@schools.nyc.gov,http://schools.nyc.gov/schoolportals/01/m188,3,3,1,01M188
M189,DOE,M,P.S. 189,,212-927-8303,2580 Amsterdam Ave,10040,1,72,1004220,250030,ssuero@schools.nyc.gov,http://schools.nyc.gov/schoolportals/06/m189,2,3,3,06M189
M191,DOE,M,"The Museum Magnet School For Inquiry, Innovation And Imagination",,212-757-4343,210 West 61 St,10023,1,72,987709,220465,,http://schools.nyc.gov/schoolportals/03/m191,3,3,3,03M191
M192,DOE,M,P.S. 192 Jacob H Schiff,,212-281-8395,500 West 138 St,10031,1,36,997451,238317,srivera32@schools.nyc.gov,http://schools.nyc.gov/schoolportals/06/m192,3,2,3,06M192
M194,DOE,M,P.S. 194 Countee Cullen,,212-690-5954,244 West 144 St,10030,1,18,1000558,238536,jbazan@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m194,2,3,3,05M194
M197,DOE,M,P.S. 197 John B Russwurm,,212-690-5960,2230 5 Ave,10037,1,36,1001532,235595,nspann@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m197,3,2,1,05M197
M198,DOE,M,P.S. 198 Isador E Ida Straus,,212-289-3702,1700 3 Ave,10128,1,46,998132,225290,nemeric@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m198,2,3,3,02M198
M200,DOE,M,P.S. 200 - The James Mccune Smith School,,212-491-6636,2589 7 Ave,10039,1,90,1001827,239609,,http://schools.nyc.gov/schoolportals/05/m200,2,3,3,05M200
M210,DOE,M,P.S. / I.S. 210 - Twenty - First Century Academy For Community Leadership,,212-283-0012,501 - 503 West 152 St,10031,1,18,999569,241664,cquezada2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/06/m210,2,3,3,06M210
M212,DOE,M,P.S. 212 Midtown West,,212-247-0208,328 West 48 St,10036,1,36,987389,216710,rbourke@schools.nyc.gov,http://midtownwestschool.org,3,3,1,02M212
M217,DOE,M,P.S. / I.S. 217 Roosevelt Island,,212-980-0294,645 Main St,10044,1,36,998580,217620,mbeckma@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m217,5,9,3,02M217
M225,DOE,M,Ella Baker School,,212-717-8809,317 East 67 St,10065,1,54,995464,218123,lgarcia3@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m225,3,3,1,02M225
M242,DOE,M,P.S. 242 - The Young Diplomats Magnet Academy,,212-678-2908,134 West 122 St,10027,1,18,998487,233036,dgomez5@schools.nyc.gov,http://schools.nyc.gov/schoolportals/03/m242,2,3,1,03M242
M267,DOE,M,"East Side Elementary School, P.S. 267",,212-888-7848,213 East 63rd St,10065,1,18,994290,217558,bgendron@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m267,2,3,3,02M267
M281,DOE,M,The River School,,212-251-6640,425 East 35th St,10016,1,36,991859,210480,gfeldbe@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m281,5,9,3,02M281
M315,DOE,M,The East Village Community School,,212-982-0682,610 East 12 St,10009,1,36,990187,204415,jmowrey@schools.nyc.gov,http://evcsnyc.org,2,3,3,01M315
M325,DOE,M,P.S. 325,,212-234-1335,500 West 138 St,10031,1,18,997417,238334,gcruz4@schools.nyc.gov,http://schools.nyc.gov/schoolportals/06/m325,2,2,3,06M325
