,Address,Description,FeatureCount,Fee,Langtitude,Latitude,LengthOfVisit,MuseumName,PhoneNum,Rank,Rating,ReviewCount,TotalThingsToDo
255,"306 Congress St, Boston, MA 02210-1027","At the Boston Tea Party Ships and Museum, you can be a part of the famous event that forever changed the course of American History! Its more than a stroll through historic artifacts  its an adventure! Located on the Congress Street Bridge in Boston, Massachusetts, this floating museum is unlike anything youve ever experienced before. Live actors, high-tech, interactive exhibits, authentically restored tea ships and the stirring, multi-sensory documentary Let it Begin Here, are just a taste of what youll see, hear and feel. Meet the colonists, explore the ships and dump tea overboard just as the Sons of Liberty did on that fateful night of December 16, 1773. Stop in at Abigails Tea Room for teatime and visit the Gift Shop for special souvenirs. Its educational, entertaining and enlightening  an experience not to be missed by adults and children of all ages. Your tour of the Boston Tea Party Ships and Museum will last approximately one hour and will take you through a variety of displays that are interconnected. The tour is designed to give you the opportunity to participate, explore and learn about the people, events and consequences that led up to the American Revolution in the order in which they actually occurred more than 230 years ago.",3,NA,-71.0512904,42.3521949,NA,Boston Tea Party Ships & Museum,+1 617-338-1773,7,4.5,"3,589",371
256,"Abandoibarra Et. 2, 48001 Bilbao, Spain","American architect Frank Gehry is responsible for this architectural masterpiece: this fantastic chrome and metal creation houses a large collection of modern and contemporary art, a continuation of the Guggenheim legacy.",0,NA,-2.9269593,43.2637606,NA,Guggenheim Museum Bilbao,944 35 90 00 ,1,4.5,"8,785",103
257,"Museumsplatz 1, Vienna 1070, Austria","The Leopold Museum is a unique treasure-house of Viennese Jugendstil, the Wiener Werksttte and Expressionism. It is the most-visited museum of the city's hottest cultural site, the MuseumsQuartier, and it houses the most significant and largest Egon Schiele collection in the world, as well as masterworks by Secession founder Gustav Klimt. Tip: The museum's panorama windows offer a wonderful view of central Vienna with Maria Theresa Square and the Hofburg Palace.",2,Yes ,16.3591175,48.2034986,2-3 hours ,Leopold Museum,0043 1 52570 1529,22,4.5,"1,451",513
258,"Avenida Matucana 501 | Interseccion Catedral, Santiago 8350392, Chile",A top-notch presentation of the history and suffering of the Pinochet years. Just opened in 2010. ,1,Yes ,-70.6799581,-33.4403044,2-3 hours ,Museo de la Memoria y los Derechos Humanos,56-2-25979600,6,4.5,"4,363",467
259,"Vlashska 591/13 | Mala Strana, Prague 118 00, Czech Republic","KGB for many years have been of the most powerful and famous secret service in the world. The KGB museum was founded by the organization Chernyy dozhd. This non-governmental private organization is a community of people who are fascinated with the history collected unique items related to the activities of the Soviet Secret Service. The presence of many exhibits is primarily due to anarchy and lack of control over many state museums in the USSR during its division into many independent states, which used to be former Soviet socialist republics. Only due to the Chernyy dozhd organization many priceless exhibits were saved from looting, destruction and recycling. This is the first time in the world memorabilia previously belonging to the first persons of the Soviet Union, the heads of the Cheka-NKVD-GPU-OGPU-MGB-KGB and the senior functionaries of the soviet state security are put together in one place.The exhibition features absolutely unique exhibits such as Lenin death mask, which was made in January 1924 by Doctors of Medicine Vorobiev and Zbarsky (the authors of the unique embalming technique of dead body); the weapon, which was used for Trotskys murder in Mexico in 1940; the personal belongings from the cabinet of Beria, who was Marshal of the People's Commissariat for Internal Affairs (NKVD), a chief of the Soviet security service during the difficult years of World War II, and later a supervisor of the Soviet atomic bomb project; an unusual type of small arms, chemical weapons, made according to then-advanced technology, and many other exhibits. A part of the exhibition showcases the history of the personal standard weapon of the Soviet secret service officers.In the 20th century such kind of technique was actively developed, designed and produced by secret laboratories, institutes and specialized factories of Warsaw Pact countries, and especially by the Soviet Union.Gifted scientists, talented designers and highly skilled engineers with unique abilities were engaged into this invisible and closed for ordinary people industry.Hidden cameras (in the Soviet Union they used the term ""tacit photography""), things which were used for keeping secret information (dead drops), instruments for applying signal labels, standard gifts for the officers and employees of the KGB to celebrate various anniversaries in the history of the USSR and the KGB, the first merit badges of the agents, and all the things which were inextricably connected with the activities of Soviet intelligence officers can be seen now at the KGB Museum in Prague. A part of the exhibition is dedicated to the so-called ""Prague Spring"". Many unique photos of the city streets were made by the KGB agents during the events of 1968. Unusual photos reflect the dramatic history of that time, the tragedy of the beautiful old European city, which fate became a bargaining chip in a great gamble game of superpowers. One can also see an extraordinarily beautiful handmade banner that had been made by the children from the GPU labour commune for 2 months and was presented to Grampa Lenin in the autumn 1923, three months before his death. After the Soviet state heads death the banner, as well as the flags from the GPU NKVD RSFSR, had been held over the World Proletariat Leader's body in the House of Unions' Pillar Hall for 3 days. In that frosty cold January of the year 1924 a three day procession of more than a million people walked past the Lenin's coffin.. The vision of and comments on the existence of the most powerful secret services of the world can vary, but it's obviously clear that every state needs a strong secret service, the instrument of its foreign and domestic policy.",0,NA,14.3995247,50.0871335,NA,KGB Museum,NA,43,4.5,"1,462",883
260,"Soseaua Kiseleff 3, Sector 1, Bucharest, Romania",NA,5,NA,26.084496,44.4546149,NA,Peasant Museum (Muzeul Taranului Roman),021 317 96 60,34,4.0,338,259
261,"Cirilometodska 2, Zagreb 10000, Croatia",Winner of Kenneth Hudson award 2011 for the most innovative museum in Europe.,0,NA,15.9734339,45.8150194,NA,Museum of Broken Relationships,+385-1-4851-021,9,4.0,"2,103",190
262,"Km 6 Asin Road | Tadiangan, Tuba, Baguio, Luzon, Philippines",NA,0,NA,120.5960071,16.4023332,NA,BenCab Museum,(+63 74) 442 7165,1,4.5,645,62
263,"22 Stadsgaardshamnen, Stockholm 116 45, Sweden","Fotografiska is a vital centre for contemporary photography in the heart of Stockholm. The museum is a popular meeting point not only because of its exhibitions featuring the work of world renown photographers, but also for the museum's fantastic view and great food.Previous exhibitions: Annie Leibovitz, Robert Mapplethorpe, Sarah Moon, Sally Mann, Anton Corbijn and Albert Watson.Fotografiska also offers workshops, courses in photography, live bands, and much more. Opening hours: Every day. 9-23 (Mon-Sun), except Christmas Eve & Midsummer's Eve. Welcome!",2,Yes ,18.0846501,59.3179951,1-2 hours ,Fotografiska,+46 8 509 005 00,5,4.5,"3,262",284
264,"Piazza del Campidoglio 1, 00186 Rome, Italy","The creation of the Capitoline Museums has been traced back to 1471, when Pope Sixtus IV donated a group of bronze statues of great symbolic value to the People of Rome. The collections are closely linked to the city of Rome, and most of the exhibits come from the city itself.",4,NA,12.4829,41.89335,NA,Musei Capitolini,+39 060608,57,4.5,"1,611","1,262"
265,"305 Harrison Street, Seattle, WA 98109-4623","Located in the heart of Seattle, Chihuly Garden and Glass provides a look at the inspiration and influences that inform the career of artist Dale Chihuly. Through the exhibitions eight interior galleries, lush outdoor garden and centerpiece Glasshouse visitors will experience a comprehensive look at Chihuly's most significant series of work. With both day and night experiences, and full-service dining in the adjoining Collections Caf, this long-term exhibition offers a unique experience rain or shine.",2,NA,-122.350849,47.6215818,NA,Chihuly Garden and Glass,+1 206-753-4940,1,5.0,"14,080",423
266,"41 Hoang Du Khuong Street, Ward 12, District 10, Ho Chi Minh City, Vietnam",NA,2,NA,106.6679542,10.7745965,NA,FITO Museum,+(84)8 38642430,14,4.5,514,214
267,"704 Central Ave, Louisville, KY 40208-1212","Kentucky Derby Museum, where every day is Derby day! Kentucky Derby Museum, a 501(c)(3) non-profit organization in Louisville, Kentucky has a commitment to engage, educate, and excite everyone about the extraordinary experience that is the Kentucky Derby. When you visit the Museum, you will find yourself immersed in the next best thing to actually being at the Derby! Our exhibits will take you through the journey from the birth of the foal to the winner's circle. Find yourself in the middle of Kentucky Derby week activities and Derby traditions. Or you can take in the view of the track on Derby Day from the middle of the Infield. We are the exclusive tour provider for Churchill Downs Racetrack offering tours 7 days a week. General admission includes two levels of family-friendly interactive permanent & temporary exhibits, ""The Greatest Race,"" a 360-degree immersive sound and visual experience that'll get your heart racing and emotions soaring, Historic Walking Tour of Churchill Downs Racetrack, a chance to meet our resident Thoroughbred and miniature horse, access to the Finish Line Gift Shop, Kentucky fare in the Derby Caf and much more!",3,NA,-85.7708646,38.2057356,2-3 hours ,Kentucky Derby Museum,15026371111,3,4.5,"1,870",160
268,"10 boulevard Montmartre, 75009 Paris, France",NA,0,NA,2.3421599,48.8718236,NA,Grevin Museum,+33 1 47 70 85 05,121,4.0,"1,625","1,004"
269,"1775 Legacy Way, Columbus, GA 31903-3674","The National Infantry Museum emphasizes the values that define the Infantryman, as well as the nation he protects: Loyalty, Duty, Respect, Selfless Service, Honor, Integrity, and Personal Courage. It preserves and displays one of the greatest collections of military artifacts in the world, but it is a museum of people, not things. As a visitor, you will meet the Infantryman face to face and join him on his journey. You will come to understand why an Infantryman does what he does, why he puts himself in harms way in defense of an idea and you will leave transformed, just as the Infantry transforms the man into the Soldier. The 190,000-square-foot museum opened in June 2009 on a 200-acre tract of hardwoods and pines just outside the gates of the Fort Benning Maneuver Center of Excellence.",0,NA,-84.95531869999999,32.3886366,NA,National Infantry Museum and Soldier Center,706-685-5800,1,5.0,"1,441",43
270,"Rue Montagne de la Cour 2, Brussels 1000, Belgium","As soon as it opened at the end of the 19th century, the luxurious Old England department store earned an excellent reputation for its highly distinctive building. The entrance to the building is a jewel of the Art nouveau style while the rest is in perfect harmony with the neoclassical ensemble on the Place Royale, and just around the corner from the Grand Place and Central Station, no less!",3,NA,4.3590813,50.8428488,NA,MIM - Musical Instruments Museum,32 (02) 545-0130,4,4.5,"2,677",365
