,Address,Description,FeatureCount,Fee,Langtitude,Latitude,LengthOfVisit,MuseumName,PhoneNum,Rank,Rating,ReviewCount,TotalThingsToDo
278,"829 W Main St, Louisville, KY 40202-2619","The Frazier History Museum is a world-class museum that provides an unforgettable journey through history with ever-changing and interactive exhibits, daily performances by costumed interpreters and engaging special events and programs. To complement our amazing permanent collection, which includes thousands of items from famous world leaders and one of the country's largest toy soldier displays, the Frazier Museum offers an ever-changing selection of intriguing temporary exhibits. Every day, we offer live historic performances, bringing visitors face to face with some of the people and events that changed the world forever, as well as with average people whose moving and important stories you've probably never heard. The Frazier Museum is located on downtown Louisville's ""Museum Row"" in a beautiful 100,000-square-foot, state-of-the-art facility originally called the ""Doerhoefer Building,"" a late 19th century, Chicago-style commercial structure. The Frazier Museum has three floors of exhibits, an education center, Museum Store and tournament ring, as well as event spaces available for rent, including a beautiful Rooftop Garden featuring seasonal blooming flowers and our Fourth Floor Loft space that accommodates up to 360 people seated.",4,NA,-85.7644791,38.2578893,NA,Frazier History Museum,+1 502 753 5663,12,4.5,503,160
279,"319 Lexington Blvd, Historic Ford Island, Honolulu, Oahu, HI 96818-5004","One of the principal Pearl Harbor Historic Sites, our unique interactive museum is located near the Battleship Missouri in the battlefield hangers of historic Ford Island which were attacked by the Imperial Japanese Navy on December 7, 1941, the beginning of WWII. Aircraft, such as a Japanese Zero and the Stearman in which former President George H.W. Bush soloed as the war's youngest aviator, illustrate how aviation helped stem the war. You'll view historic videos, including a movie of the beginning of the war. Enjoy the authentic gift shop, 1940s themed cafe Laniakea, and the combat flight simulators in which you can virtually fight the battle of Guadalcanal in either an American or Japanese plane.Pacific Aviation Museum's mission is to develop and maintain an internationally recognized aviation museum, which educates young and old alike, honors aviators and the support personnel who defended freedom in the Pacific Region, and is dedicated to preserving Pacific aviation history.",4,NA,-157.9583246,21.34853,NA,Pacific Aviation Museum Pearl Harbor,+1 808-441-1000,26,4.5,"1,025",311
280,"National Mall, 4th St. and Independence Ave., S.W., Washington DC, DC 20013","The National Museum of the American Indian houses artifacts, art, historical and cultural objects from Native Indian communities in the Hemisphere.",4,No ,-76.9755464,38.8875181,2-3 hours ,National Museum of the American Indian,2026331000,57,4.0,"1,543",398
281,"200 E 7th St, Charlotte, NC 28202-2508","Visitors are awed by the interactive, multi-sensory exhibits at this museum dedicated to exploring the Southern United States during the post-Civil War period.",0,NA,-80.83872029999999,35.2281963,NA,Levine Museum of the New South,704 333 1887,8,4.5,367,165
282,"3377 South Las Vegas Boulevard, Suite 2001, Las Vegas, NV 89109","Millions and millions of people have flocked through the doors of Madame Tussauds since they first opened over 200 years ago and it remains just as popular as it ever was. There are many reasons for this enduring success, but at the heart of it all is good, old-fashioned curiosity. Today's visitors are sent on a unique, emotionally-charged journey through the realms of the powerful and famous. The museum-style ropes and poles have gone so guests can truly get up, close and personal with A-list celebrities, sporting legends, political heavyweights and historical icons, reliving the times, events and moments that made the world talk about them....",1,NA,-115.1696529,36.1218691,NA,Madame Tussauds - Las Vegas,+1 866 841-3739,37,4.0,"3,369",447
283,"445 N Park Ave, Winter Park, FL 32789-3212",Extensive collection of the works by Louis Comfort Tiffany plus a rich collection of early 20th-century paintings and decorative arts.,0,NA,-81.3515043,28.6008669,NA,Charles Hosmer Morse Museum of American Art,14076455311,1,5.0,987,42
284,"215 N 7th St, Phoenix, AZ 85034-1012",NA,3,NA,-112.0645616,33.4503952,NA,Childrens Museum of Phoenix,602.253.0501,6,4.5,483,218
285,"514 Poplar St, Columbia, PA 17512-2124","The National Watch and Clock Museum was officially opened to the public in 1977 with fewer than 1,000 items. Since that time, the collection has increased to over 12,000 items and the museum has undergone several expansion projects. The latest expansion opened in October 1999 and featured an entirely new and redesigned exhibit space, as well as a new two-story addition. Today, the museum is recognized as the largest and most comprehensive horological collection in North America.The National Watch & Clock Museum is conveniently located in Lancaster County, Pennsylvania, less than two hours from Philadelphia, Baltimore, Washington DC, and Scranton/ Wilkes-Barre.",0,NA,-76.50217119999999,40.0371603,NA,National Watch and Clock Museum,717 684-8261,2,4.5,177,20
286,"1492 N Harbor Dr, San Diego, CA 92101-3309","Welcome aboard our floating compilation of adventure and history! Admission to the ""Maritime Museum of San Diego"" grants you access to one of the world's finest collections of historic sea vessels. Once on board our museum ships, you will find that we offer something for people of all ages. You not only get to explore our ships and submarines, the museum displays permanent and temporary exhibits on art, maritime history, commerce and exploration. We also offer guided tours and host family friendly events regularly. Historic bay cruises run daily and can be added on to the price of admission for an extra nominal fee. There is no better way to spend the day than on the bay!",2,NA,-117.1740689,32.720981,NA,Maritime Museum of San Diego,+1 619-234-9153,17,4.5,"1,134",408
287,"161 Museum Dr, Hershey, PA 17033-2462",NA,0,NA,-76.6901049,40.2990817,NA,Antique Automobile Club of America Museum,717.566.7100,2,4.5,514,32
288,"1776 D St NW, Washington DC, DC 20006-5303",NA,1,NA,-77.0403243,38.89385780000001,NA,DAR Museum,202 879 3254,75,4.5,132,398
289,"2 Massachusetts Ave NE, Washington DC, DC 20002-4945",NA,0,NA,-77.0082214,38.8976512,NA,National Postal Museum,202 633 5555,36,4.5,634,398
290,"4400 Forbes Ave, Pittsburgh, PA 15213-4007","Create memories at Carnegie Museum of Art! Wander through an extensive art collection, including French Impressionist and post-Impressionist paintings, American art, and contemporary works. Creative kids, from toddlers to teenagers, love our hands-on art making activities, guided tours for families and more. Our new artist-designed playground is just the place to take a break!",6,NA,-79.9499151,40.4431957,More than 3 hours ,Carnegie Museum of Art,+1 412-622-3131,21,4.5,361,150
291,"50 E Freedom Way, Cincinnati, OH 45202-3413","Located in Cincinnati, Ohio, the National Underground Railroad Freedom Center stands as the nation's newest monument to freedom. It brings to life the importance - and relevance - of struggles for freedom around the world and throughout history, including today. ",0,NA,-84.5112394,39.0976238,NA,National Underground Railroad Freedom Center,513 333 7500,9,4.5,620,163
292,"2451 Kissel Hill Rd, Lancaster, PA 17601-4809","Children can discover a one-room school house, try their hands at woodworking and mingle with lambs in this recreated 19th- century Pennsylvania Dutch village.",0,NA,-76.2829471,40.09291229999999,NA,Landis Valley Museum,717 569-0401,8,4.5,223,65
293,"808 W Washington St, South Bend, IN 46601-1439 (Formerly Center for History)","A stately Victorian mansion with original furnishings and stunning woodwork is the highlight of this museum complex, which also includes a children's museum, a gallery of Notre Dame history and an exhibit that chronicles the history of the St. Joseph River Valley. Our museum is also physically connected to the Studebaker National Museum. You can now visit two museums in one place!",0,NA,-86.2620686,41.6758043,More than 3 hours ,The History Museum,15742359664,8,4.5,77,48
294,"36 Battery Place, Edmond J. Safra Plaza, New York City, NY 10280","The mission of the Museum is to educate people of all ages and backgrounds about the broad tapestry of Jewish life in the 20th and 21st centuries-before, during, and after the Holocaust. Multiple perspectives on modern Jewish history, life, and culture are presented in the Museum's unique Core Exhibition and award-winning special exhibitions. Acclaimed public programs, including discussions, films, plays, and concerts, highlight the richness of Jewish culture and ideas.",0,NA,-74.0173484,40.7084274,NA,Museum of Jewish Heritage,+1 646-437-4202,104,4.5,249,"1,028"
295,"755 Aviation Way, Colorado Springs, CO 80916-2740","The museum is open Tuesday, Thursday, and Friday from 10AM to 4PM. Tours are at 10AM, NOON and 2PM. Visitors can walk around the museum on their own or take a historical tour with a docent. Hourly docent led tours are also available to visit WestPac Restoration where WWII aircraft are actively being restored to flying condition and a separate hangar where 15 flyable planes are available for viewing.",0,NA,-104.7202206,38.8213204,NA,National Museum of World War II Aviation,+1 719-637-7559,5,5.0,441,134
296,"1 E Las Olas Blvd, Fort Lauderdale, FL 33301-1807","NSU Art Museum Fort Lauderdale is a dynamic cultural hub located between Miami and Palm Beach on vibrant Las Olas Boulevard in the heart of downtown Fort Lauderdale's arts district. The museum's distinctive modernist building, which opened in 1986, was designed by the renowned architect Edward Larrabee Barnes. ",1,NA,-80.14277179999999,26.1198346,NA,NSU Art Museum,+1 954-525-5500,20,4.0,260,152
297,"120 W Andy Devine Ave, Historic Powerhouse, Kingman, AZ 86401-5870",NA,0,NA,-114.0530065,35.189443,NA,Arizona Route 66 Museum,928-753-9889,2,4.5,421,21
298,"202 SW O St, Bentonville, AR 72712-3641","The Museum of Native American History invites you to ""Walk Through America's Past,"" where we will give you a glimpse into what life was like for America's first inhabitants. The museum is divided into five different time periods that will guide you through the constantly changing lives of the Native Americans, as seen through their artifacts . Our displays feature relics that date from over 14,000 years old to historic times. Come visit our museum and enjoy seeing some of the finest treasures ever created by early craftsmen.Schools and groups are welcomed, call to make reservations. Handicap Accessible",0,NA,-94.2311562,36.3714449,NA,Museum of Native American History,(479) 273-2456,2,5.0,718,23
