,Address,Description,FeatureCount,Fee,Langtitude,Latitude,LengthOfVisit,MuseumName,PhoneNum,Rank,Rating,ReviewCount,TotalThingsToDo,Country,State,RankPercentage,Ancient Ruins,Architectural Buildings,Arenas & Stadiums,Art Galleries,Art Museums,Auto Race Tracks,Ballets,Battlefields,Biking Trails,Bodies of Water,Bridges,Castles,Cemeteries,Children's Museums,City Tours,Classes & Workshops,Coffeehouses,Concerts & Shows,Cultural Tours,Educational sites,Factory Tours,Flea & Street Markets,Food & Drink,Fun & Games,Gardens,Geologic Formations,Gift & Specialty Shops,Government Buildings,Historic Sites,Historic Walking Areas,Historical & Heritage Tours,History Museums,Islands,Lessons & Workshops,Libraries,Lighthouses,"Literary, Art & Music Tours",Lookouts,Military Bases & Facilities,Military Museums,Mines,Monuments & Statues,Movie Theaters,Museums,National Parks,Natural History Museums,Nature & Parks,Nature & Wildlife Areas,Neighborhoods,Night Tours,Nightlife,Observation Decks & Towers,Observatories & Planetariums,Other Fun & Games,Other Outdoor Activities,Outdoor Activities,Piers & Boardwalks,Playgrounds,Points of Interest & Landmarks,Private Tours,Sacred & Religious Sites,Scenic Railroads,Scenic Walking Areas,Science Museums,Self-Guided Tours & Rentals,Ships,Shopping,Sights & Landmarks,Specialty Museums,Sports Complexes,State Parks,Theaters,Tours,Tramways,Transportation,Traveler Resources,Valleys,Visitor Centers,Volcanos,Walking Tours,Wineries & Vineyards,Zipline & Aerial Adventure Parks,Zoos & Aquariums,on display,gift shop,rainy day,couple of hours,all ages,special exhibits,few hours,two hours,exhibits,well worth a visit,permanent collection,worth a visit,free admission,audio guide,beautiful building,great collection,information,interesting exhibits,entrance fee,great for kids,interactive exhibits,hands on activities,great exhibits,great place to visit,interactive displays,guided tour,well worth the visit,whole family,kids and adults,traveling exhibits,his life,local history,amazing collection,free entry,worth the trip,great history,civil war,take your time,nice collection,interesting place,great museum,for sale,art lovers,artifacts,van gogh,audio tour,history,galleries,works of art,natural history,self guided tour,private collection,own pace,sculpture garden,moving experience,three hours,lots of history,modern art,history buff,admission,small museum,step back in time,worth a stop,short film,stuffed animals,walk around,entry fee,great displays,world war,scavenger hunt,across the street,museums,top floor,a lot of fun,history lesson,large collection,eye opening,american history,interesting artifacts,early days,rotating exhibits,extensive collection,three floors,we spent hours,displays,changing exhibits,second floor,collection,old masters,great place to learn,learn something,special exhibitions,suggested donation,old west,chronological order,enjoyed our visit,take pictures,third floor,the lower level,life size,Families_Count,Couples_Count,Solo_Count,Business_Count,Friends_Count,PreciseRating,quote_pol_var,quote_pol_mean,quote_pol_max,quote_pol_min,quote_sub_var,quote_sub_mean,quote_sub_max,quote_sub_min,review_pol_var,review_pol_mean,review_pol_max,review_pol_min,review_sub_var,review_sub_mean,review_sub_max,review_sub_min,descri_pol,descri_sub
800,"500 S 20th St, Omaha, NE 68102-2505","Hands-on museum that provides an ever-changing series of interactive exhibits, workshops, and special events.",0.0,,-95.9429105,41.2551212,,Omaha Children's Museum,402-342-6164,7.0,4.5,339.0,106.0,USA,TX,6.60377358491,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.0,16.0,2.0,3.0,5.0,4.45103857567,0.0481727430556,0.127083333333,0.625,-0.25,0.0324305555556,0.158333333333,0.6,0.0,0.017898562038,0.254505853994,0.43869047619,-0.025,0.010915871893,0.550602781057,0.775,0.433333333333,0.357142857143,0.571428571429
801,"1450 El Prado, San Diego, CA 92101-1618","The San Diego Museum of Art, the regions oldest, largest and most visited art museum, provides a rich and diverse cultural experience. Located in the heart of beautiful Balboa Park, the Museums nationally renowned permanent collection includes Spanish and Italian old masters, South Asian paintings, and 19th- and 20th-century American paintings and sculptures.In addition, the Museum regularly features major exhibitions from around the world, as well as an extensive year-round schedule of supporting cultural and educational programs for children and adults. Exhibition text is always in English and Spanish.",0.0,,-117.1504179,32.732119,,San Diego Museum of Art,619-232-7931,82.0,4.0,179.0,408.0,USA,SD,20.0980392157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.0,55.0,26.0,0.0,18.0,4.02666666667,0.0681533998843,0.357569444444,0.9,0.0,0.0830353721065,0.610013888889,1.0,0.0,0.0167735020988,0.30697970548,0.5375,0.0931818181818,0.0129020239785,0.525474765975,0.741666666667,0.343484848485,0.152205882353,0.238838612368
802,"1735 Marshall Rd, El Paso, TX 79906-3831",,0.0,,-106.4289415,31.8218893,,Fort Bliss and Old Ironsides Museums,915-568-5412,10.0,4.5,101.0,83.0,USA,NY,12.0481927711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,21.0,10.0,11.0,13.0,4.25263157895,0.105562333333,0.242333333333,0.8,-0.166666666667,0.0991,0.438333333333,1.0,0.0,0.0190094016354,0.218422837684,0.4,-0.0875,0.0182946303316,0.438383401111,0.81,0.307222222222,,
803,"200 Pearl St, Council Bluffs, IA 51503-0825",Our museum has chronicled more than 150 years of American railroad history through unique artifacts and immersive interactive games. Admission is free.,0.0,,-95.8515537,41.2583066,1-2 hours ,Union Pacific Railroad Museum,17123298307,1.0,4.5,188.0,24.0,USA,NE,4.16666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,71.0,38.0,20.0,2.0,17.0,4.44680851064,0.0563946280992,0.265909090909,0.6,0.0,0.125382231405,0.388636363636,1.0,0.0,0.0531542448811,0.299749579125,0.825,0.0,0.042160670113,0.446271043771,0.773333333333,0.0,0.31875,0.575
804,"75 Greenmanville Ave, Mystic, CT 06355-1972","Mystic Seaport is the nation's leading maritime museum. Founded in 1929, the Museum is home to four National Historic Landmark vessels, including the Charles W. Morgan, America's oldest commercial ship and the last wooden whaleship in the world. The Museum's grounds cover 19 acres on the Mystic River in Mystic, CT and include a recreated 19th-century coastal village, a working shipyard, formal exhibit halls, and state-of-the-art artifact storage facilities. Mystic Seaport is located one mile south of Exit 90 off I-95 in Mystic, CT.",0.0,,-71.9667669,41.3616716,2-3 hours ,Mystic Seaport,+1 888-973-2767,1.0,4.5,2091.0,33.0,USA,KY,3.0303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627.0,717.0,60.0,15.0,209.0,4.44930417495,0.112786999622,0.4145,1.0,-0.22,0.0739997490552,0.574904761905,1.0,0.0,0.00800074448017,0.376001511716,0.521428571429,0.25,0.0189047667884,0.510973854188,0.717857142857,0.225,0.0,0.0166666666667
805,"Nall and 135th Street, 5801 W. 135th Street, Overland Park, KS 66223",,0.0,,-94.6520352,38.8835947,,Museum at Prairiefire,(913) 647-5315,7.0,4.0,134.0,27.0,USA,WI,25.9259259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0,21.0,1.0,5.0,18.0,3.77611940299,0.0873963860544,0.282023809524,0.85,-0.1,0.0763481292517,0.510238095238,1.0,0.2,0.0509270144677,0.279022811604,0.64375,-0.125,0.0289257601021,0.500481625157,0.725,0.133333333333,,
806,"2525 Central Ave, Memphis, TN 38104-5926",Children's museum featuring a kid-sized city where kids run things while parents sit back and watch.,1.0,,-89.9774615,35.1257276,,Children's Museum of Memphis,901-320-3170,23.0,4.5,182.0,147.0,USA,UT,15.6462585034,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.0,2.0,1.0,1.0,7.0,4.33898305085,0.105397949219,0.2546875,1.0,0.0,0.12921875,0.3125,1.0,0.0,0.0292844790927,0.453088474026,0.8025,0.1515625,0.0125985326572,0.458693482443,0.645,0.3,0.0,0.0
807,"5701 Huntsman Rd, Richmond International Airport, Richmond, VA 23250-2416",,0.0,,-77.3208112,37.5065795,,Virginia Aviation Museum,804 236 3622,30.0,4.5,64.0,160.0,USA,RI,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,14.0,12.0,1.0,5.0,4.484375,0.1824140625,0.28125,1.0,-0.3,0.10330625,0.4775,1.0,0.0,0.0300104371002,0.291744403684,0.566666666667,0.0888888888889,0.0244113889288,0.502302774186,0.8,0.330519480519,,
808,"3015 Barrett Station Rd, Saint Louis, MO 63122-3398","Visit one of the largest and most diverse collections of transportation vehicles in the world! Trace the history of American railroading, see antique cars and trucks, visit a towboat, and more.",0.0,,-90.463599,38.571459,,Museum of Transportation,314-615-8668,25.0,4.0,249.0,242.0,USA,IA,10.3305785124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.0,31.0,7.0,3.0,22.0,4.24193548387,0.149171597633,0.442307692308,1.0,0.0,0.115352564103,0.416666666667,1.0,0.0,0.036030622077,0.35884018759,0.623571428571,0.120634920635,0.0219663959477,0.519381313131,0.763392857143,0.283333333333,0.375,0.333333333333
809,"222 SW Washington St, Peoria, IL 61602-2500",,0.0,,-89.5897437,40.6899554,,Riverfront Museum,309.686.7000 ,6.0,4.0,165.0,32.0,USA,CO,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70.0,33.0,12.0,5.0,20.0,4.03067484663,0.109527231367,0.448526170799,1.0,0.0,0.160496740508,0.529201101928,1.0,0.0,0.0139680474548,0.298012941919,0.45,0.14828125,0.0115629438062,0.533463203463,0.716666666667,0.364285714286,,
810,"160 N Alexander St, Toccoa, GA 30577-2372","Currahee Military Museum, in historic downtown Toccoa's restored train depot,is home to the WWII history of approximately 18,000 soldiers that trained at Camp Toccoa to become paratroopers. Located in the museum is a horse stable, built in Aldbourne, England in 1922 that served as housing for Able and Easy Companies of the 506th PIR prior to and after D-Day 1944. History of 501st, 506th, 511th and 517th Paratrooper Infantry Regiments is on display for visitors seven days a week.",0.0,,-83.3322759,34.5784404,1-2 hours ,Currahee Military Museum,+1 706-282-5055,2.0,4.5,99.0,8.0,USA,PA,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,27.0,10.0,2.0,4.0,4.72164948454,0.160340909091,0.325,1.0,-0.05,0.161115702479,0.354545454545,1.0,0.0,0.0213104258332,0.279287615741,0.5,-0.0416666666667,0.0169552244211,0.430631613757,0.6,0.0666666666667,0.0722222222222,0.359722222222
811,"500 Mid America Blvd, Hot Springs, AR 71913-8412","The mission of Mid-America Science Museum is to stimulate interest in science, to promote public understanding of the sciences, and to encourage life-long science education through interactive exhibits and programs. The Museum also serves as a premier tourism attraction in Arkansas. The purpose of Mid-America Science Museum is to explain scientific knowledge and concepts to the public through interactive exhibits, activities, workshops, and educational programs. The Museum seeks to stimulate a lifelong interest in science, spark curiosity, reshape attitudes and stir the imagination. Our goal is informal science education that encourages learning in ways not ordinarily found in the workplace, classroom, or home. To achieve this purpose, the Museum will maintain the highest standards in providing quality exhibits, programs, and services for students, citizens, and visitors to Arkansas.",0.0,,-93.1162513,34.5146944,2-3 hours ,Mid-America Science Museum,+1 501-767-3461,1.0,4.5,339.0,9.0,USA,ME,11.1111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.0,38.0,3.0,4.0,16.0,4.51622418879,0.111334543789,0.413263888889,0.8,0.0,0.114650848765,0.640277777778,1.0,0.0,0.0406413579704,0.443988050144,1.0,0.219444444444,0.0233833220322,0.5595579806,0.891666666667,0.3,0.055,0.296666666667
812,"48 E Patrick St, Frederick, MD 21701-5628","The National Museum of Civil War Medicine is the premier center for the study and research of medical innovation during the American Civil War. Exhibits, programs lecture and research facilities look at innovations in science, medical logistics, medical organization, nursing, civilian medical relief and much more.",0.0,,-77.4092991,39.4139408,,National Museum of Civil War Medicine,+1 301-695-1864,2.0,4.5,278.0,44.0,USA,FL,4.54545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49.0,94.0,31.0,9.0,54.0,4.50181818182,0.128525,0.235,1.0,-0.25,0.16800625,0.4075,1.0,0.0,0.0127382650218,0.358412192096,0.5,0.0737373737374,0.00787155076717,0.574697539303,0.733333333333,0.35,0.0571428571429,0.0857142857143
813,"2401 Chautauqua Ave, University of Oklahoma South Campus, Norman, OK 73072-7029",,0.0,,-97.5138947,35.2340635,,Sam Noble Oklahoma Museum of Natural History,405-325-4712,1.0,4.5,305.0,27.0,USA,AR,3.7037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.0,31.0,13.0,10.0,38.0,4.68227424749,0.0638594714506,0.263194444444,0.7,0.0,0.078151148834,0.373148148148,0.777777777778,0.0,0.0224032160186,0.311908980597,0.575,0.0909722222222,0.0133364886429,0.549035827579,0.833333333333,0.394841269841,,
814,"1 Waterside Dr, Norfolk, VA 23510-1737",Educational site that allows visitors to learn about sea with interactive exhibits and touch pools.,0.0,,-76.2947938,36.8474975,,Nauticus National Maritime Center,757 664 1000,4.0,4.5,604.0,63.0,USA,MS,6.34920634921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,241.0,123.0,30.0,20.0,49.0,4.47341337907,0.100090060764,0.261458333333,1.0,-0.05,0.132609471451,0.375694444444,1.0,0.0,0.0297432063326,0.254901285583,0.541666666667,-0.125,0.00997675874911,0.418340548341,0.583333333333,0.2,0.25,0.25
815,"Lomita Dr. and Museum Way, Stanford University, Palo Alto, CA","The Center presents a wide selection of art in 24 galleries, plus outdoor gardens, courtyards, and terraces. The Center's collection spans 5000 years and ranges from ancient China to the 21st century. ",0.0,,-122.1430195,37.4418834,1-2 hours ,Cantor Arts Center,16507234177,2.0,4.5,319.0,36.0,USA,WA,5.55555555556,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,58.0,33.0,13.0,75.0,4.72972972973,0.0658682506887,0.210303030303,0.7,-0.1,0.110984103822,0.380037878788,0.9,0.0,0.0600828096865,0.446272792864,0.8,0.0261904761905,0.0392554305163,0.616810966811,0.933333333333,0.342857142857,-0.075,0.15
816,"LeRoy House, Le Roy, NY",,0.0,,-77.9841776,42.9783944,,Jell-O Gallery Museum,+1-585-768-7433,1.0,4.5,129.0,5.0,USA,CA,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,34.0,1.0,1.0,23.0,4.37209302326,0.0329585021219,0.210763888889,0.4375,0.0,0.105857928241,0.302083333333,1.0,0.0,0.0263221562177,0.328091368618,0.6,0.0333333333333,0.0127029111781,0.477393664537,0.69,0.3,,
817,"15080 Livingston Rd, Naples, FL 34109-3808",,0.0,,-81.7520522,26.2660219,,Golisano Children's Museum of Naples,12395140084,20.0,4.5,239.0,119.0,USA,NY,16.8067226891,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.0,14.0,3.0,3.0,15.0,4.33043478261,0.157148553241,0.434583333333,1.0,0.0,0.139268904321,0.459722222222,1.0,0.0,0.0327858367715,0.347805944056,0.687916666667,0.155416666667,0.0164966884417,0.55614038739,0.8025,0.366666666667,,
