event_name,total_sales,month,url,location,year,date,ID
International Modern and Contemporary Art,"20,062,850",Apr,http://www.christies.com/International-Modern-and-Contemporary-21945.aspx,Dubai,2008,30,7665
Christie's Interiors,"570,512",Apr,http://www.christies.com/Christies-Interiors-21852.aspx,"London, South Kensington",2008,29,5353
Contemporary Jewellery and Watches,"20,079,300",Apr,http://www.christies.com/Contemporary-Jewellery-and-Watches-21944.aspx,Dubai,2008,29,7664
Prints And Multiples,"12,392,750",Apr,http://www.christies.com/Prints-And-Multiples-21610.aspx,"New York, Rockefeller Plaza",2008,29,1990
"Important livres anciens, livres d'artistes et manuscrits","1,412,745",Apr,http://www.christies.com/Important-livres-anciens-livres-21955.aspx,Paris,2008,28,5513
19th & 20th Century Art at the Hilton Hotel,"4,648,075",Apr,http://www.christies.com/19th-and-20th-Century-22004.aspx,Tel Aviv,2008,27,1005
First Growth Bordeaux From An Ex ceptional Private Collection,"3,736,620",Apr,http://www.christies.com/First-Growth-Bordeaux-From-21710.aspx,"New York, Rockefeller Plaza",2008,26,2079
Important English Furniture,"3,588,787",Apr,http://www.christies.com/Important-English-Furniture-21613.aspx,"New York, Rockefeller Plaza",2008,25,1993
Old Master  and British Pictures,"3,523,375",Apr,http://www.christies.com/Old-Master-and-21497.aspx,"London, King Street",2008,25,7575
Important Watches,"4,153,187",Apr,http://www.christies.com/Important-Watches-21612.aspx,"New York, Rockefeller Plaza",2008,24,1992
Thomas Hope & The Neoclassical Vision & The Collector of Collections,"2,696,112",Apr,http://www.christies.com/Thomas-Hope-and-The-21496.aspx,"London, King Street",2008,24,7574
Intrieurs,"634,392",Apr,http://www.christies.com/Intrieurs-21954.aspx,Paris,2008,23,5511
Landmarks of Science & Medicine from the Library of Andras Gedeon,"391,687",Apr,http://www.christies.com/Landmarks-of-Science-and-22002.aspx,"London, South Kensington",2008,23,5442
Old Master & British Pictures,"798,450",Apr,http://www.christies.com/Old-Master-and-British-21851.aspx,"London, South Kensington",2008,23,5430
"Travel, Science & Natural History","557,312",Apr,http://www.christies.com/Travel-Science-and-Natural-21850.aspx,"London, South Kensington",2008,23,5428
Christie's Interiors,"397,550",Apr,http://www.christies.com/Christies-Interiors-21849.aspx,"London, South Kensington",2008,22,5352
"European Furniture, Sculpture, Works Of Art, Tapestries And Carpets","2,380,687",Apr,http://www.christies.com/European-Furniture-Sculpture-Works-21737.aspx,"New York, Rockefeller Plaza",2008,22,2090
Italian Ceramic Art 1400-1900,"556,875",Apr,http://www.christies.com/Italian-Ceramic-Art-1400-1900-21938.aspx,"London, King Street",2008,22,7658
The Sunday Sale,"297,287",Apr,http://www.christies.com/The-Sunday-Sale-21848.aspx,"London, South Kensington",2008,20,5410
Russian Art,"17,595,737",Apr,http://www.christies.com/Russian-Art-21609.aspx,"New York, Rockefeller Plaza",2008,18,1989
Arts Dcoratifs du XVIme au XIXme sicle et Histoire Naturelle,"2,484,980",Apr,http://www.christies.com/Arts-Dcoratifs-du-XVIme-21953.aspx,Paris,2008,16,5510
Jewels: The New York Sale,"49,884,875",Apr,http://www.christies.com/Jewels-The-New-York-21611.aspx,"New York, Rockefeller Plaza",2008,16,1991
Scottish Art,"1,044,087",Apr,http://www.christies.com/Scottish-Art-21847.aspx,"London, South Kensington",2008,16,5306
19th Century European  Art,"4,802,337",Apr,http://www.christies.com/19th-Century-European-21438.aspx,Amsterdam,2008,15,2785
Christie's Interiors,"360,350",Apr,http://www.christies.com/Christies-Interiors-21845.aspx,"London, South Kensington",2008,15,5351
Important Old Master Paintings Part I & Part II,"48,070,675",Apr,http://www.christies.com/Important-Old-Master-Paintings-21606.aspx,"New York, Rockefeller Plaza",2008,15,1986
Important Old Master Paintings Part I And Part II,"48,070,675",Apr,http://www.christies.com/Important-Old-Master-Paintings-21606.aspx,"New York, Rockefeller Plaza",2008,15,1986
"Jewels & Watches at South Ken: Including Jewels from the 1960's and 70's - the property of a Lady, and a collection of fine watches","912,762",Apr,http://www.christies.com/Jewels-and-Watches-at-21846.aspx,"London, South Kensington",2008,15,5378
Indian and Islamic Works of Art and Textiles,"767,062",Apr,http://www.christies.com/Indian-and-Islamic-Works-21844.aspx,"London, South Kensington",2008,11,5331
Photographs,"4,682,875",Apr,http://www.christies.com/Photographs-21605.aspx,"New York, Rockefeller Plaza",2008,11,1985
Photographs By Ansel Adams From A California Collection,"4,678,000",Apr,http://www.christies.com/Photographs-By-Ansel-Adams-22019.aspx,"New York, Rockefeller Plaza",2008,11,2120
Dessins Anciens et du 19me Sicle,"1,468,077",Apr,http://www.christies.com/Dessins-Anciens-et-du-21952.aspx,Paris,2008,10,5509
Fine Photobooks From An Important Private Collection,"2,602,450",Apr,http://www.christies.com/Fine-Photobooks-From-An-21933.aspx,"New York, Rockefeller Plaza",2008,10,2110
Oriental Rugs and Carpets,"1,757,962",Apr,http://www.christies.com/Oriental-Rugs-and-Carpets-21494.aspx,"London, King Street",2008,10,7572
Photographs By Diane Arbus From The Collection Of Bruce And Nancy Berman,"1,372,000",Apr,http://www.christies.com/Photographs-By-Diane-Arbus-21652.aspx,"New York, Rockefeller Plaza",2008,10,2020
Photographs From The Collection Of Gert Elfering,"4,273,200",Apr,http://www.christies.com/Photographs-From-The-Collection-22000.aspx,"New York, Rockefeller Plaza",2008,10,2113
"19th Century Furniture, Sculpture, Works of Art And Ceramics","4,843,325",Apr,http://www.christies.com/19th-Century-Furniture-Sculpture--21604.aspx,"New York, Rockefeller Plaza",2008,9,1983
19th Century European Art,"5,418,900",Apr,http://www.christies.com/19th-Century-European-Art-21603.aspx,"New York, Rockefeller Plaza",2008,8,1984
Art of the Islamic and Indian Worlds,"11,828,750",Apr,http://www.christies.com/Art-of-the-Islamic-21493.aspx,"London, King Street",2008,8,7571
Christie's Interiors,"471,543",Apr,http://www.christies.com/Christies-Interiors-21843.aspx,"London, South Kensington",2008,8,5350
Fine Musical Instruments,"3,663,125",Apr,http://www.christies.com/Fine-Musical-Instruments-21593.aspx,"New York, Rockefeller Plaza",2008,4,1982
Contemporary Editions: Works from The Paragon Press,"1,131,187",Apr,http://www.christies.com/Contemporary-Editions-Works-from-21842.aspx,"London, South Kensington",2008,3,5393
Christie's Interiors,"2,073,762",Apr,http://www.christies.com/Christies-Interiors-21592.aspx,"New York, Rockefeller Plaza",2008,2,1980
"Old Master, Modern and Contemporary Prints","4,671,487",Apr,http://www.christies.com/Old-Master-Modern-and-21492.aspx,"London, King Street",2008,2,7570
Post-War & Contemporary Art,"2,367,200",Apr,http://www.christies.com/Post-War-and-Contemporary-Art-21841.aspx,"London, South Kensington",2008,2,5417
The William E. Self Family Collection Part I The Kenyon Starling Library Of Charles Dickens,"1,917,487",Apr,http://www.christies.com/The-William-E-Self-21594.aspx,"New York, Rockefeller Plaza",2008,2,1981
Impressionist & Modern Art,"1,170,962",Apr,http://www.christies.com/Impressionist-and-Modern-Art-21840.aspx,"London, South Kensington",2008,1,5392
LIECHTENSTEIN: Property from the Collection of the Princely House of Liechtenstein.,"5,377,272",Apr,http://www.christies.com/LIECHTENSTEIN-Property-from-the-21435.aspx,Amsterdam,2008,1,2782
Post-War And Contemporary First Open,"10,051,525",Apr,http://www.christies.com/Post-War-And-Contemporary-First-21591.aspx,"New York, Rockefeller Plaza",2008,1,1970
Vins Fins et Spiritueux,"562,338",Apr,http://www.christies.com/Vins-Fins-et-Spiritueux-21951.aspx,Paris,2008,1,5512
Fine and Rare Wines from Three Exceptional European Collections,"1,227,659",Apr,http://www.christies.com/Fine-and-Rare-Wines-22476.aspx,"London, King Street",2009,30,7808
Post-War & Contemporary Art,"890,900",Apr,http://www.christies.com/Post-War-and-Contemporary-Art-22386.aspx,"London, South Kensington",2009,30,5837
Jewels and Watches,"1,082,750",Apr,http://www.christies.com/Jewels-and-Watches-22050.aspx,Amsterdam,2009,29,2816
Impressionist & Modern Art,"1,141,500",Apr,http://www.christies.com/Impressionist-and-Modern-Art-22385.aspx,"London, South Kensington",2009,29,5846
International Modern and Contemporary Art,"4,766,175",Apr,http://www.christies.com/International-Modern-and-Contemporary-22321.aspx,Dubai,2009,29,7802
Antiquities Including the Plesch Collection of Ancient Glass,"1,036,687",Apr,http://www.christies.com/Antiquities-Including-the-Plesch-22384.aspx,"London, South Kensington",2009,28,5951
Intrieurs,"1,325,012",Apr,http://www.christies.com/Intrieurs-22538.aspx,Paris,2009,28,5561
Prints & Multiples,"2,958,375",Apr,http://www.christies.com/Prints-and-Multiples-22110.aspx,"New York, Rockefeller Plaza",2009,28,2163
The Dubai Sale: Jewels and Watches,"4,036,525",Apr,http://www.christies.com/The-Dubai-Sale-Jewels-22320.aspx,Dubai,2009,28,7801
Fine and Rare Wine,"1,535,856",Apr,http://www.christies.com/Fine-and-Rare-Wine-22275.aspx,"New York, Rockefeller Plaza",2009,25,2241
Old Master & British Pictures,"2,547,075",Apr,http://www.christies.com/Old-Master-and-British-22196.aspx,"London, King Street",2009,24,7714
Russian Art,"13,225,125",Apr,http://www.christies.com/Russian-Art-22109.aspx,"New York, Rockefeller Plaza",2009,24,2162
Furniture & Clocks,"1,241,325",Apr,http://www.christies.com/Furniture-and-Clocks-22195.aspx,"London, King Street",2009,23,7713
Old Master & British Pictures,"672,762",Apr,http://www.christies.com/Old-Master-and-British-22383.aspx,"London, South Kensington",2009,23,5857
Jewels: The New York Sale,"19,293,675",Apr,http://www.christies.com/Jewels-The-New-York-22107.aspx,"New York, Rockefeller Plaza",2009,22,2160
"19th Century Furniture, Sculpture, Works of Art and Ceramics","2,965,275",Apr,http://www.christies.com/19th-Century-Furniture-Sculpture--22106.aspx,"New York, Rockefeller Plaza",2009,21,2159
Christie's Interiors,"370,437",Apr,http://www.christies.com/Christies-Interiors-22349.aspx,"London, South Kensington",2009,21,5906
"European Furniture, Works of Art, Tapestries and Carpets","1,174,187",Apr,http://www.christies.com/European-Furniture-Works-of-22104.aspx,"New York, Rockefeller Plaza",2009,16,2157
Modern British Prints,"215,425",Apr,http://www.christies.com/Modern-British-Prints-22375.aspx,"London, South Kensington",2009,9,5864
"Old Master, Modern & Contemporary Prints","1,426,150",Apr,http://www.christies.com/Old-Master-Modern-and-22194.aspx,"London, King Street",2009,8,7712
"Travel, Science & Natural History","799,775",Apr,http://www.christies.com/Travel-Science-and-Natural-22381.aspx,"London, South Kensington",2009,8,5808
20th Century Decorative Art and Design,"1,874,675",Apr,http://www.christies.com/20th-Century-Decorative-Art-22198.aspx,"London, King Street",2009,7,7716
Arts dcoratifs du XVIme au XIXme Sicle et Histoire Naturelle,"1,991,137",Apr,http://www.christies.com/Arts-dcoratifs-du-XVIme-22513.aspx,Paris,2009,7,5560
Christie's Interiors,"493,387",Apr,http://www.christies.com/Christies-Interiors-22348.aspx,"London, South Kensington",2009,7,5905
Fine Wine and Vintage Port,"346,081",Apr,http://www.christies.com/Fine-Wine-and-Vintage-22051.aspx,Amsterdam,2009,7,2817
"Important English Furniture, Clocks and Ceramics","1,645,962",Apr,http://www.christies.com/Important-English-Furniture-Clocks-22101.aspx,"New York, Rockefeller Plaza",2009,7,2154
Jewels at South Kensington,"555,750",Apr,http://www.christies.com/Jewels-at-South-Kensington-22380.aspx,"London, South Kensington",2009,7,5890
Fine Musical Instruments,"2,555,562",Apr,http://www.christies.com/Fine-Musical-Instruments-22099.aspx,"New York, Rockefeller Plaza",2009,3,2152
Indian & Islamic Works of Art & Textiles,"695,137",Apr,http://www.christies.com/Indian-and-Islamic-Works-22379.aspx,"London, South Kensington",2009,3,5830
Oriental and European Rugs & Carpets,"924,875",Apr,http://www.christies.com/Oriental-and-European-Rugs-22199.aspx,"London, King Street",2009,2,7717
Christie's Interiors,"1,872,281",Apr,http://www.christies.com/Christies-Interiors-22098.aspx,"New York, Rockefeller Plaza",2009,1,2151
Old Masters and 19th Century Art,"2,594,900",Apr,http://www.christies.com/Old-Masters-and-19th-22723.aspx,"London, King Street",2010,30,7842
500 Years: Decorative Arts Europe,"3,406,675",Apr,http://www.christies.com/500-Years-Decorative-Arts-22722.aspx,"London, King Street",2010,29,7841
Antiquities,"3,030,750",Apr,http://www.christies.com/Antiquities-22857.aspx,"London, South Kensington",2010,29,5487
Fine Musical Instruments,"2,522,625",Apr,http://www.christies.com/Fine-Musical-Instruments-22605.aspx,"New York, Rockefeller Plaza",2010,28,2298
Jewels and Watches: The Dubai Sale,"8,596,750",Apr,http://www.christies.com/Jewels-and-Watches-The-22805.aspx,Dubai,2010,28,7894
Old Masters & 19th Century Art,"1,219,156",Apr,http://www.christies.com/Old-Masters-and-19th-22854.aspx,"London, South Kensington",2010,28,5491
Christie's Interiors,"505,875",Apr,http://www.christies.com/Christies-Interiors-22856.aspx,"London, South Kensington",2010,27,5697
"International Modern & Contemporary Art, Including Masterpieces from The Collection of Dr. Mohammed Said Farsi","15,172,125",Apr,http://www.christies.com/International-Modern-and-Contemporary-22804.aspx,Dubai,2010,27,7893
Twenty rooms: The private collection of the late Mrs Elias-Vaes,"3,124,075",Apr,http://www.christies.com/Twenty-rooms-The-private-22937.aspx,Amsterdam,2010,27,2857
Prints & Multiples,"8,065,312",Apr,http://www.christies.com/Prints-and-Multiples-22608.aspx,"New York, Rockefeller Plaza",2010,26,2309
Russian Art,"4,912,500",Apr,http://www.christies.com/Russian-Art-22628.aspx,"New York, Rockefeller Plaza",2010,23,2308
Christie's Green Auction: A Bid to Save the Earth,"657,000",Apr,http://www.christies.com/Christies-Green-Auction-A-22607.aspx,"New York, Rockefeller Plaza",2010,22,2303
"Jewels: The New York Sale, with The Catherine the Great Emerald Brooch and The Emperor Maximilian Diamond","41,246,325",Apr,http://www.christies.com/Jewels-The-New-York-22627.aspx,"New York, Rockefeller Plaza",2010,22,2306
"Travel, Science and Natural History","790,050",Apr,http://www.christies.com/Travel-Science-and-Natural-22855.aspx,"London, South Kensington",2010,22,5489
20th Century Decorative Art & Design,"1,791,800",Apr,http://www.christies.com/20th-Century-Decorative-Art-22720.aspx,"London, King Street",2010,21,7838
A Marriage of Collections: The Property of Dr. Julius and Dena K. Tarshis,"1,159,937",Apr,http://www.christies.com/A-Marriage-of-Collections-22824.aspx,"New York, Rockefeller Plaza",2010,21,2398
"Importants Livres Anciens, Livres d'Artistes et Manuscrits","1,502,275",Apr,http://www.christies.com/Importants-Livres-Anciens-Livres-22960.aspx,Paris,2010,21,5623
Impressionist and Modern Art,"1,242,925",Apr,http://www.christies.com/Impressionist-and-Modern-Art-22858.aspx,"London, South Kensington",2010,21,5485
500 Years Decorative Arts Europe Including Oriental Carpets,"4,032,562",Apr,http://www.christies.com/500-Years-Decorative-Arts-22564.aspx,"New York, Rockefeller Plaza",2010,20,2305
Royal Worcester Private Collection,"362,850",Apr,http://www.christies.com/Royal-Worcester-Private-Collection-22945.aspx,"London, South Kensington",2010,20,5457
Indian and Islamic Works of Art,"1,039,537",Apr,http://www.christies.com/Indian-and-Islamic-Works-22853.aspx,"London, South Kensington",2010,16,5495
Indian and Islamic Textiles,"220,337",Apr,http://www.christies.com/Indian-and-Islamic-Textiles-22974.aspx,"London, South Kensington",2010,15,5454
Oriental Rugs and Carpets,"8,234,350",Apr,http://www.christies.com/Oriental-Rugs-and-Carpets-22726.aspx,"London, King Street",2010,15,7845
Photographs,"4,055,125",Apr,http://www.christies.com/Photographs-22563.aspx,"New York, Rockefeller Plaza",2010,15,2304
Photographs Sold to Benefit Friends in Deed,"57,437",Apr,http://www.christies.com/Photographs-Sold-to-Benefit-22978.aspx,"New York, Rockefeller Plaza",2010,15,2409
Selections from the Baio Collection of Photography,"1,425,500",Apr,http://www.christies.com/Selections-from-the-Baio-22973.aspx,"New York, Rockefeller Plaza",2010,15,2407
Hanham Court - A Pastoral Idyll,"840,862",Apr,http://www.christies.com/Hanham-Court--A-22838.aspx,"London, South Kensington",2010,14,5466
Jewels at South Kensington,"546,000",Apr,http://www.christies.com/Jewels-at-South-Kensington-22852.aspx,"London, South Kensington",2010,14,5641
Three Decades with Irving Penn: Photographs from the Collection of Patricia McCabe,"3,851,250",Apr,http://www.christies.com/Three-Decades-with-Irving-22820.aspx,"New York, Rockefeller Plaza",2010,14,2397
"500 Ans - Arts Dcoratifs Europens, dont une Collection Prive de la Rive Gauche","6,229,850",Apr,http://www.christies.com/500-Ans--Arts-22966.aspx,Paris,2010,13,5622
Art of the Islamic and Indian Worlds,"6,575,875",Apr,http://www.christies.com/Art-of-the-Islamic-22724.aspx,"London, King Street",2010,13,7843
Christie's Interiors,"403,812",Apr,http://www.christies.com/Christies-Interiors-22851.aspx,"London, South Kensington",2010,13,5695
